IMO Number;Name;Total fuel consumption [m tonnes];Total CO₂ emissions [m tonnes];Fuel consumption per distance [kg / n mile];CO₂ emissions per distance [kg CO₂ / n mile];;
9839014;BULK PENINSULA;5590.16;17429.68;149.35;465.65;;
9839052;BRIGHT FALCON;149.76;479.47;82.33;263.59;;
9839088;SE NICKY;836.91;2620.64;71.21;222.99;;
9839090;STAVANGER PEARL;1530.14;4782.29;92.74;289.84;;
9839105;STAVANGER POSEIDON;388;1214.77;73.61;230.46;;
9839131;CMA CGM CHAMPS ELYSEES;25974.3;74089.48;370.09;1055.66;;
9839143;CMA CGM LOUVRE;24145;70969.5;361.81;1063.47;;
9839155;CMA CGM MONTMARTRE;19501.5;57355.26;369.53;1086.8;;
9839167;CMA CGM TROCADERO;13472.6;41175.42;378;1155.26;;
9839179;CMA CGM JACQUES SAADE;17798.4;51486.49;362.7;1049.21;;
9839181;CMA CGM PALAIS ROYAL;23629.8;69024.23;326.16;952.74;;
9839193;CMA CGM RIVOLI;21242.2;62403.53;343.68;1009.63;;
9839208;CMA CGM CONCORDE;15154.4;46118.1;353.16;1074.74;;
9839210;CMA CGM SORBONNE;9944.2;29385.05;370.88;1095.96;;
9839260;MSC MINA;6199.9;19327.67;463.67;1445.46;;
9839272;MSC ISABELLA;2714.28;8486.4;425.86;1331.5;;
9839284;MSC ARINA;6750.53;21030.35;473.25;1474.36;;
9839296;MSC NELA;5217.58;16251.79;485.74;1512.98;;
9839301;MSC SIXIN;5791.5;18039.79;460;1432.84;;
9839430;MSC GULSUN;6057.36;18993.32;465.57;1459.83;;
9839442;MSC SAMAR;5554.83;17297.86;383.7;1194.83;;
9839454;MSC LENI;6357.9;19952.01;444.68;1395.46;;
9839466;MSC MIA;5098.94;15910.9;478.33;1492.61;;
9839478;MSC FEBE;5707.71;17782.48;398.78;1242.4;;
9839480;MSC AMBRA;5445.86;16970.66;435.55;1357.27;;
9839727;ROBERTO;1115.96;3487.41;116.31;363.46;;
9839791;CAPTAIN HADDOCK;1111.53;3490.34;87.78;275.65;;
9839806;SIMPLE HONESTY;963.8;3042.35;86.93;274.41;;
9839820;JAN OLDENDORFF;1924.27;6010.98;95.7;298.95;;
9839844;ALEXANDRA KPN;933.68;2948.19;87.31;275.7;;
9839870;MARAN FIDELITY;1433.16;4487.14;180.34;564.64;;
9840491;AMARYLLIS;1082.65;3434.15;104.12;330.27;;
9840506;CHASSELAS;1495.49;4722.73;112.22;354.4;;
9840867;VIVIT THUBAN;1003.77;3141.16;111.17;347.9;;
9840972;UNITED SAPPHIRE;969.84;3058.94;87.07;274.64;;
9841287;TOKYO QUEEN;658.03;2055.74;83.36;260.42;;
9841615;MONTE SERANTES;8024.6;25103.06;157.61;493.05;;
9841627;MARLIN SHIKOKU;1778.5;5547.87;166.9;520.63;;
9841641;MILIN KAMAK;2577.51;8048.64;72.06;225.03;;
9841653;OKOLCHITSA;2924.26;9119.7;70.93;221.19;;
9841938;FLORA SCHULTE;1800.76;5693.16;72.42;228.95;;
9841940;FRIEDRICH SCHULTE;3735.37;11707.92;72;225.69;;
9842176;VLADIMIR MONOMAKH;234.2;730.26;249.47;777.87;;
9842499;SM NEW ORLEANS;648.33;2027.8;95.56;298.9;;
9842504;SM ROBERTS BANK;1311.14;4089.34;127.12;396.48;;
9842528;SM HARMONY1;514.05;1600.75;143.09;445.59;;
9843015;SAYSIAT BENEFIT;619.93;1956.81;46.55;146.95;;
9843209;SEAFAITH;2363.85;7423.43;131.04;411.53;;
9843211;SEAVELVET;5167.33;16205.74;127.51;399.9;;
9843302;YUAN GUI YANG;3733.03;11669.88;196.29;613.62;;
9843338;YUAN DONG HAI;2513.88;7865.67;132.09;413.31;;
9843376;DARYA PREETI;770.93;2428.46;66.32;208.9;;
9843405;KASTOR;3935.4;12277.77;111.19;346.9;;
9843417;POLYDEFKIS;3404.97;10623.53;115.91;361.63;;
9843443;CANOPUS;2501.82;7811.88;104.08;324.99;;
9843560;VERNADSKY PROSPECT;6670.74;19218.22;119.65;344.7;;
9843572;SAMUEL PROSPECT;6514.1;19236.13;141.7;418.45;;
9843730;SOPHOCLES GRAECIA;2102.83;6613.04;91.15;286.66;;
9843754;SOCRATES GRAECIA;570.9;1783.79;95.54;298.51;;
9843792;MSC SEASHORE;14301;44623.47;510.91;1594.21;;
9843912;TIDE SPIRIT;6781.69;20378.9;266.56;801.02;;
9843924;CURRENT SPIRIT;8291.15;23842.75;209.36;602.05;;
9844095;SEA SHANGHAI;1707.4;5328.37;185.57;579.11;;
9844241;MORNING ORCHID;624.29;1980.32;57.59;182.67;;
9845013;GLOBAL ENERGY;26488.69;73260.36;509.84;1410.07;;
9845051;CIRTA;490.75;1536.98;76.19;238.63;;
9845063;DJANET;1100.7;3454.86;81.83;256.83;;
9845166;FPMC 34;453.01;1415.83;77.57;242.44;;
9845659;CMA CGM KOUROU;12590.7;39764.41;149.76;472.96;;
9845661;DOUCE FRANCE;12110.67;37834.26;142.41;444.9;;
9845673;CMA CGM SINNAMARY;11841.7;37395.55;137.18;433.2;;
9845697;NISSOS DESPOTIKO;9909;30871.9;172.24;536.62;;
9845764;LA SEINE;3575.61;9863.93;171.62;473.43;;
9845776;AMBERJACK LNG;6301.85;18300.26;157.73;458.03;;
9845788;BONITO LNG;4358.39;12482.85;172.45;493.92;;
9845790;LEM GERANIUM;2290.56;7140.33;78.88;245.89;;
9845817;LEM GLADIOLUS;983.78;3073.04;80.76;252.27;;
9845829;LEM VERBENA;1298.55;4087.83;97.74;307.68;;
9845946;YUAN LAN WAN;2078.13;6505.28;124.93;391.06;;
9845958;YUAN JU WAN;1236.87;3878.89;126.9;397.96;;
9845984;HOUSTON HARMONY;1279.16;4039.89;73.48;232.07;;
9845996;YUAN HE WAN;832.66;2609.23;110.26;345.5;;
9846067;TAHO AUSTRALIA;1473.1;4675.83;106.34;337.52;;
9846079;LA LUNA;304;961.73;81.59;258.12;;
9846093;LEMAN TRADER;109.88;344.66;75.88;238.02;;
9846108;AQUAVITA AIM;617.18;1926.35;93.74;292.58;;
9846110;AQUAVITA AIR;1458.4;4586.57;91.17;286.73;;
9846122;GENEVAN TRADER;1298.21;4075.33;83.04;260.69;;
9846134;LEMESSOS CASTLE;188.1;595.15;73.59;232.84;;
9846237;BALT FLOT 20;176.51;559.98;45.28;143.64;;
9846249;LE COMMANDANT CHARCOT;2502;7362.5;195.16;574.3;;
9846251;IWAGI ISLAND;1109.76;3504.82;69.99;221.05;;
9846263;PORT IMABARI;1117.06;3490.58;72.58;226.79;;
9846316;SE CARDI;337.97;1055.25;62.76;195.95;;
9846495;ZHONG YUAN HAI YUN JIN QU;3793.11;11829.53;82.41;257.01;;
9847011;KOBAYASHI MARU;0;0;Division by zero!;Division by zero!;;
9847114;FRONT SPARTA;5741.91;17923.32;133.82;417.73;;
9847140;CHEMICAL CONTENDER;2439.29;7720.54;58;183.58;;
9847231;SEAGALAXY;1308.9;4189.94;140.62;450.14;;
9847413;BBG GUIGANG;2756.38;8713.12;100.32;317.13;;
9847437;EIGER EXPLORER;1483.03;4637.76;118.94;371.94;;
9847853;DAISY GLORY;2570;8124.42;99.61;314.89;;
9847889;SEACON SHANGHAI;2456.27;7691.48;92.02;288.15;;
9847970;GOLDEN SKIES;2026.26;6334.54;219.41;685.93;;
9848077;SSI SPLENDID;458.22;1427.97;67.34;209.86;;
9848089;SSI PRIVILEGE;1553.03;4860.15;76.84;240.48;;
9848118;YASA VENUS;2314.34;7256.19;90.14;282.61;;
9848120;YASA MARS;1435.71;4509.77;93.18;292.68;;
9848144;YASA SATURN;530.79;1682.12;95.43;302.43;;
9848338;MARITIME TRANQUILITY;457.3;1438.07;90.86;285.73;;
9848467;ALF POLLAK;9752.87;30442.1;154.47;482.15;;
9848479;MARIA GRAZIA ONORATO;11096.75;34627.29;157.21;490.57;;
9848649;ASKIO;965;3053.86;80.21;253.83;;
9848948;MAERSK HUACHO;2830.91;8836.45;231.26;721.86;;
9848950;MAERSK HOUSTON;3483.98;10876.38;257.28;803.18;;
9849007;KLARA OLDENDORFF;693.3;2196.42;86.79;274.96;;
9849253;RESOLVE II;1202.5;3771.14;71.62;224.62;;
9849382;CLEAROCEAN MAGIC;654;2067.93;85.69;270.96;;
9849394;CLEAROCEAN MIRACLE;1509.11;4776.51;87.92;278.28;;
9849435;POLA FILOFEIA;311.65;989.45;35.73;113.45;;
9849459;POLA SOFIA;277;870.81;33.48;105.25;;
9849461;POLA FEODOSIA;1513.67;4822.53;36.3;115.66;;
9849473;POLA FIVA;219.29;690.98;38.74;122.07;;
9849502;DESERT GRACE;1044.23;3272.22;67.08;210.22;;
9849552;YANGZE 15;1179;3691.7;95.81;300.02;;
9849564;JAL MURARI;5780.55;18050.49;109.22;341.04;;
9849629;GAS AL AHMADIAH;452.6;1410.09;105.72;329.38;;
9849760;BULK SAO PAULO;1529.68;4766.95;134.83;420.18;;
9849813;KENDRA OLDENDORFF;5337.16;16689.43;103.35;323.17;;
9849825;KASPAR OLDENDORFF;1230.99;3864.53;99.13;311.2;;
9849887;SCF LA PEROUSE;6954.13;19643.51;177.79;502.2;;
9849899;GOLDEN FROST;3648;11432.7;115.53;362.07;;
9849904;GOLDEN FREEZE;1602.11;5040.25;98.48;309.81;;
9849992;TORM ELISE;1204.51;3762.36;84.56;264.12;;
9850006;TORM ELIZABETH;1990.82;6214.21;83.61;260.98;;
9850202;TAKAROA SUN;1650.7;5237;93.51;296.66;;
9850214;CREOLE SUN;1343.2;4090.86;70.47;214.62;;
9850537;EVER FOCUS;4177.33;13035.86;287.89;898.41;;
9850678;BW PAVILION ARANTHERA;1411.1;3939.47;156.11;435.83;;
9850680;GAS AGILITY;2710.35;7555.01;667.8;1861.48;;
9850692;CLEAROCEAN AJAX;1342.4;4199.74;120.04;375.55;;
9850707;CLEAROCEAN APOLLON;1679.21;5260.58;127.04;397.99;;
9850769;JABAL ALMISHT;667.78;2106.24;90.99;286.99;;
9850771;JABAL SHAMS;1576.48;4955.61;92.29;290.11;;
9851103;POLA ANATOLIA;639.14;2024.33;36.41;115.31;;
9851115;POLA ANFISA;906.05;2835.8;36.56;114.44;;
9851127;POLA GALI;1415.4;4476.82;38.04;120.3;;
9851323;BULK GREECE;1662.14;5182.82;96.26;300.16;;
9851335;ALAMO;368.61;1157.71;58.8;184.67;;
9851347;ANSHUN;498.19;1587.98;86.25;274.93;;
9851359;INTEGRITY DAIDO;1043.19;3264.04;69.6;217.78;;
9851505;ROYAL KALEIDO;1491.3;4673.02;83.05;260.23;;
9851517;ROYAL NEPTUNE;811.7;2538.64;94.49;295.53;;
9851696;CB ADRIATIC;4476.3;13987.08;81.9;255.91;;
9851701;CB BALTIC;4123.4;12872.46;74.21;231.66;;
9851713;CB CARIBIC;5135.2;16047.52;75.99;237.46;;
9851725;CB PACIFIC;2965.9;9274.75;80.22;250.87;;
9851787;QOGIR;8575.63;24125;183.83;517.16;;
9851933;ARKLOW ABBEY;1270;4064.08;33.18;106.18;;
9851945;ARKLOW ACCORD;1531;4900.66;31.04;99.37;;
9851957;ARKLOW ACE;1019;3266.91;29.78;95.48;;
9851969;ARKLOW ARCHER;1446;4635.88;30.83;98.84;;
9851971;ARKLOW ARROW;1151.29;3687.87;31.47;100.81;;
9851983;ARKLOW ARTIST;727;2328.83;30.37;97.27;;
9852028;JENS OLDENDORFF;2275.57;7124.73;94.97;297.35;;
9852030;JONAS OLDENDORFF;1335.14;4166.7;93.49;291.77;;
9852092;AKMI;752;2366.98;75.26;236.89;;
9852133;WINNIPEG;825.2;2589.56;67.18;210.82;;
9852145;YUKON;1996.4;6231.08;83.58;260.87;;
9852212;IZUMO HERMES;2216.22;6937.75;67.52;211.38;;
9852418;LE BELLOT;1690;5418.14;104.94;336.45;;
9852420;LE JACQUES CARTIER;1434;4597.41;211.32;677.48;;
9852535;GOLDEN FORWARD;1208.97;3785.53;108.37;339.33;;
9852676;AMIS QUEEN;2596.14;8207.39;76.18;240.85;;
9852690;UNION FUJI;253.16;794.79;67.31;211.32;;
9852731;JORITA;867.96;2719.51;79.31;248.49;;
9852743;AL WATHBA;485.45;1531.02;81.15;255.94;;
9852779;EVGENIA K;1854;5787.17;82.7;258.13;;
9852808;HARRIET P;1748.08;5450.44;103.34;322.23;;
9852913;MARKET PORTER;516.62;1628.99;76.64;241.65;;
9852937;NAVIOS HERAKLES I;1340.11;4208.44;106.12;333.26;;
9852975;ELISA LARUS;4667.12;12972.67;176.87;491.61;;
9853008;MINERVA KALLISTO;3293.24;10327.39;133.7;419.28;;
9853022;BEATE OLDENDORFF;1019.72;3181.81;91.44;285.32;;
9853034;BENJAMIN OLDENDORFF;1107.27;3460.03;86.94;271.67;;
9853084;ULTRA INCAHUASI;442.68;1381.88;81.4;254.09;;
9853113;TING MAY;2050.16;6501.94;106.54;337.87;;
9853137;GASLOG WALES;9094.82;25224.73;186.1;516.16;;
9853228;NAVIG8 GAUNTLET;1286.87;4022.28;76.96;240.55;;
9853230;NAVIG8 GLADIATOR;332.71;1047.42;165.12;519.81;;
9853242;NAVIG8 GRATITUDE;3703.26;11583.53;94.71;296.24;;
9853254;SEA ELEPHANT;1972.5;6159.38;92.41;288.55;;
9853266;NAVIG8 PERSEVERANCE;6465.43;20211.85;134.75;421.24;;
9853278;NAVIG8 PASSION;5074.62;15858.63;117.54;367.34;;
9853400;AURVIKEN;5019.33;15717.41;139.49;436.8;;
9853436;FEDERAL OSAKA;708.6;2229.58;84.85;266.98;;
9853515;SELENA;1352.19;4217.02;83.56;260.61;;
9853541;MARITIME INSPIRATION;594.5;1867.9;100.07;314.41;;
9853618;STAR GAIA;561.35;1755.89;90.58;283.35;;
9853620;NORD MADEIRA;1345.12;4202.16;86.1;268.99;;
9853632;NORD MAMORE;2411.99;7523.47;83.38;260.08;;
9853711;ANNABEL L;5139.03;16038.6;161.05;502.62;;
9853888;CSSC CAPE TOWN;453.56;1416.66;121.32;378.93;;
9853890;CSSC AMSTERDAM;1030.58;3218.89;102.91;321.43;;
9853905;CSSC ROTTERDAM;410.7;1288.36;93.04;291.86;;
9853917;CSSC GLADSTONE;1201.27;3771.6;109.25;343.02;;
9854337;JIA YUE;1247.13;3907.52;88;275.72;;
9854363;MINERVA PSARA;2876.14;8000.66;246.33;685.22;;
9854466;SALTSTRAUM;2768.24;8874.98;47.36;151.85;;
9854478;SYDSTRAUM;2729.97;8752.29;45.99;147.43;;
9854533;CL LIUZHOU;4606.92;14408.23;155.29;485.67;;
9854624;ENERGY ENDEAVOUR;1457.43;4126.32;116.65;330.26;;
9854739;STI MIGHTY;853.5;2679.63;90.04;282.68;;
9854753;MOHICAN;362.87;1148.56;31.2;98.76;;
9854765;TRAIANO KNUTSEN;9524;26689.34;169.69;475.53;;
9854789;TORM SUBLIME;1187.4;3700.87;81.86;255.14;;
9854806;TORM STELLAR;1037.12;3236.95;89.93;280.67;;
9855214;BERGE MERU;1596.7;4985.44;167.33;522.47;;
9855355;FEDRA. GR;1638.62;5187.31;71.28;225.63;;
9855410;WESTERN MOSCOW;675.42;2121.21;89.18;280.06;;
9855422;CANADIAN BULKER;703.17;2198.82;76;237.65;;
9855434;CHILEAN BULKER;1837.25;5790.68;74.24;234;;
9855458;PAULA TRADER;876.34;2773.47;58.22;184.27;;
9855496;NAVIG8 PROSPERITY;829.6;2601.65;104.1;326.47;;
9855501;AQUAVITA SUN;1492.53;4725.59;93.63;296.46;;
9855525;VINCENT TRADER;2380.93;7429.83;99.95;311.9;;
9855549;NORD CORONA;3729.93;11717.05;104.46;328.15;;
9855563;AQUAVITA SOL;484.71;1541.36;105.25;334.69;;
9855599;VINCENT TRITON;1019.6;3222.4;105.74;334.18;;
9855604;VINCENT TALISMAN;1882.59;5938.04;99.79;314.76;;
9855812;GASLOG WESTMINSTER;8128.75;22941.61;175;493.9;;
9855848;VOKARIA;798;2501.5;95.74;300.1;;
9855850;SPRINGFIELD;1668.2;5204.44;92.8;289.53;;
9855862;ASTON;963.1;3003.5;86.63;270.17;;
9855941;CLIPPER WILMA;1242.98;3874.06;119.42;372.19;;
9856062;STAVANGER PRIDE;2696;8442.81;83.71;262.15;;
9856074;NISSOS KEROS;4704.1;14657.15;164.46;512.43;;
9856189;GALICIA;18845.29;59333.7;162.78;512.52;;
9856232;NORD YUCATAN;1776.43;5569.4;90.89;284.97;;
9856244;WESTERN OSLO;1099.66;3445.32;88.81;278.25;;
9856256;ULTRA COURAGE;1651.46;5162.96;88.98;278.18;;
9856268;WESTERN FUJI;1556.96;4923.01;83.45;263.87;;
9856282;ENDURO TRADER;2118.57;6693.51;90.12;284.74;;
9856294;TOKYO PIONEER;48.38;153.11;107.75;341;;
9856311;GOLDEN TRADER;2507.67;7926.03;88.93;281.09;;
9856359;RESILIENT WARRIOR;1800;5636.62;115.85;362.76;;
9856361;HUMBLE WARRIOR;2922.43;9134.44;130.56;408.08;;
9856490;GOLDEN COMPETENCE;3112.77;9697.04;157.1;489.4;;
9856555;IONIC ARIADNE;2092.8;6557.54;128.09;401.37;;
9856622;HAFNIA GUANGZHOU;287.7;916.42;60.79;193.62;;
9856634;HAFNIA BEIJING;3122;9865.55;74.04;233.95;;
9856696;AL YAMAMAH;2343.25;7357.59;86.87;272.76;;
9856725;SENECA;620.16;1961.65;31.13;98.47;;
9856919;AFRICAN CARDINAL;670.98;2121.26;97.57;308.46;;
9857042;ZAGORI;949.72;3013.11;100.89;320.1;;
9857171;MSC VIRGO;12301.46;38471.33;280.22;876.37;;
9857212;YASA ALBATROSS;3499.12;10967.59;91.99;288.33;;
9857224;YASA PELICAN;4323.37;13566.34;91.69;287.72;;
9857236;YASA FLAMINGO;3324.75;10402.12;78.17;244.57;;
9857248;YASA SWAN;5128.92;16060.32;84.6;264.91;;
9857250;PHILOXENIA;1954.72;6118.6;77.94;243.97;;
9857365;FLEX AURORA;3010.88;8306.46;141.12;389.34;;
9857432;CAPE CORFU;2806.83;8799.77;102.45;321.18;;
9857468;SEATRIBUTE;3593.67;11256.14;136.14;426.41;;
9857640;HANSEATIC SPIRIT;2475.85;7937.58;126.46;405.44;;
9857822;COSIMA PG;11.4;36.55;39.58;126.91;;
9857858;MEDITERRANEAN VOYAGER;4133.8;13001.75;144.71;455.15;;
9857860;CARIBBEAN VOYAGER;2172.2;6832.98;124.37;391.24;;
9858046;HUNTER DISEN;1509.2;4704.08;170.67;531.98;;
9858321;COTE D'OPALE;5575.65;17370.06;183.1;570.41;;
9858424;STARNES;5836.13;18244.76;85.72;267.99;;
9858450;ELANDRA ELBRUS;12870.77;40125.28;177.99;554.88;;
9858474;ELANDRA KILIMANJARO;7362.8;22944.35;175.18;545.91;;
9858486;ELANDRA DENALI;2634;8210.11;173.01;539.26;;
9858515;SELINA H;899.13;2810.92;89.96;281.24;;
9858527;SOUTHERN HAWK;1746.64;5456.21;83.5;260.83;;
9858539;SARAH H;2012;6288.88;93.9;293.52;;
9858618;GLAD YOUNG;1596.1;5043.82;104.96;331.68;;
9858773;LIBRA II;2184.27;6861.51;106.49;334.53;;
9858852;WISCO ADVENTURE;1627.2;5101.46;94.58;296.51;;
9859117;CMA CGM TENERE;12494.95;36261.3;293.45;851.62;;
9859129;CMA CGM SCANDOLA;13639.74;39603.97;290.78;844.3;;
9859131;CMA CGM IGUACU;8026.82;23604.92;302.91;890.79;;
9859181;SAN JACK;2116.72;6625.34;79.04;247.41;;
9859208;GWN 2;3141.31;9863.6;92.22;289.58;;
9859234;GWN 3;1419.1;4459.83;87.41;274.7;;
9859296;MONDIAL SUN;1133.74;3589.65;97.61;309.05;;
9859533;ECO VALENCIA;13645.85;42581.67;157.52;491.55;;
9859545;ECO BARCELONA;11517.03;35998.93;150.47;470.33;;
9859557;ECO LIVORNO;11379.07;35503.36;147.82;461.21;;
9859569;ECO SAVONA;8263.7;25783.53;144.14;449.72;;
9859571;ECO CATANIA;5861.4;18317.05;151.18;472.44;;
9860128;GOLDEN FURIOUS;1372.45;4302.56;107.12;335.8;;
9860142;FLANDRIA SEAWAYS;14261.78;44453.73;144.8;451.34;;
9860192;FAIRCHEM INTEGRITY;364.46;1153.55;62.89;199.04;;
9860207;FAIRCHEM HONOR;2949.34;9335.93;71.47;226.22;;
9860221;GREAT VENTURE;1199.38;3781.77;98.46;310.46;;
9860233;GREAT SPIRIT;220.54;694.83;80.49;253.59;;
9860269;KAIFONG;2702.5;8582.11;60.41;191.84;;
9860283;KANSU;237.5;759.96;68.78;220.09;;
9860295;KASHING;871.36;2752.09;59.16;186.84;;
9860362;DIANE OLDENDORFF;679.88;2123.24;84.64;264.33;;
9860489;ROYAL ARGO;898;2806.04;150.92;471.6;;
9860506;PRAIRIE;2625.39;8187.88;80.1;249.81;;
9860520;PORT TOKYO;840.74;2621.12;83.91;261.59;;
9860544;JAL TARA;1508.52;4771.99;94.49;298.9;;
9860556;JAL KAMADHENU;34.3;109.97;51.42;164.87;;
9860594;DEJIMA;1033.52;3259.34;85.95;271.05;;
9860611;IONIAN SEA;1123.22;3527.82;75.45;236.96;;
9860623;SANTA INES;562.25;1778.41;73.39;232.14;;
9860659;PROUD UNITY;1973.85;6252.11;86.25;273.18;;
9860661;BELFUJI;611.63;1932.38;87.61;276.81;;
9860673;ARTEMIS BULKER;299.19;944.03;89.44;282.22;;
9860685;YM ADVANCE;2239.48;7073.3;88.56;279.72;;
9860702;INDIGO GARLAND;427.34;1347.83;88.28;278.42;;
9860726;ROYAL MIDORI;566;1766.2;64.96;202.71;;
9860738;NORD SUNDA;1076.53;3364.96;87.75;274.29;;
9860740;CORE IMPERIAL;1781.88;5564.99;83.72;261.48;;
9860788;NEMRUT BAY;1884.84;5959.57;65.57;207.33;;
9860817;LOWLANDS ANGEL;2357.1;7471.4;91.47;289.95;;
9860881;MIGHTY STAR;662.04;2067.47;92.7;289.48;;
9861031;COOL DISCOVERER;11436.6;32297.74;172.11;486.05;;
9861081;MINT;2157.95;6809.88;95.26;300.61;;
9861213;ANHUI;1502.85;4755.54;74.89;236.98;;
9861330;DESERT HONOUR;714.28;2249.02;85.2;268.25;;
9861380;FABULOUS;1305.8;4101.52;179.91;565.1;;
9861809;TRANSGAS POWER;4226.44;11674.93;248.23;685.71;;
9861811;TRANSGAS FORCE;0;0;Division by zero!;Division by zero!;;
9862346;PEARL LNG;1599.65;4429.14;149.6;414.21;;
9862413;PRO ONYX;644.18;2034.07;54.51;172.13;;
9862463;FLEX VOLUNTEER;5677.32;15682.91;210.18;580.59;;
9862475;FLEX VIGILANT;5760.53;16249.34;166.02;468.3;;
9862619;GREEN K-MAX 5;3576.07;11239.31;116.6;366.45;;
9862621;GREEN K-MAX 6;2683.01;8388.13;87.16;272.5;;
9862906;ARISTIDIS I;626.1;1828.85;181.79;531.02;;
9862920;ATTALOS;1829.61;5501.6;196.19;589.93;;
9862944;OVERSEAS SUN COAST;1273.32;3970.48;81.6;254.44;;
9862970;YONG MAY;2256.7;7086.85;115.81;363.69;;
9863089;KILIAN OLDENDORFF;2088.35;6528.06;115.42;360.79;;
9863106;ZELLA OLDENDORFF;1152.56;3592.73;159.3;496.57;;
9863170;HAMBURG CITY;476.28;1506.48;72.23;228.46;;
9863182;DORADO LNG;1650.74;4557.25;158.18;436.69;;
9863194;VIKING OCTANTIS;1020.2;3270.76;148.09;474.78;;
9863223;HAFNIA SHENZHEN;664.91;2102.29;74.89;236.77;;
9863297;HMM ALGECIRAS;11872.55;36982.08;282.25;879.19;;
9863302;HMM COPENHAGEN;15373.5;47896.38;295.43;920.43;;
9863314;HMM DUBLIN;11783.18;36709.02;320.6;998.8;;
9863326;HMM GDANSK;9808.4;30552.41;292.63;911.52;;
9863338;HMM HAMBURG;10087;31415.86;290.9;906.01;;
9863340;HMM HELSINKI;15200.08;47359.32;303.21;944.71;;
9863417;FREEDOM GLORY;554.8;1733.84;108.25;338.31;;
9863558;ALTERA WAVE;5951.19;17768.62;165.68;494.69;;
9863560;ALTERA WIND;4364.3;12881.95;166.7;492.05;;
9863637;ELEANOR ROOSEVELT;11237.02;33395.41;173.15;514.58;;
9863819;GREENWICH PIONEER;44.82;142.01;94.56;299.6;;
9863821;TENDRA TRADER;1646.87;5205.41;92.64;292.8;;
9863833;FALCON TRADER;858.15;2708.33;83.18;262.51;;
9863845;TRIGON TRADER;1218.89;3843.65;74.45;234.76;;
9864095;MARVELOUS STAR;398.13;1246;113.07;353.88;;
9864215;ZENITH LUMOS;12594.7;39255.46;243.69;759.54;;
9864227;ZEPHYR LUMOS;11191.76;34893.57;252.72;787.94;;
9864239;ZEUS LUMOS;9779.93;30541.63;258.97;808.73;;
9864241;ZEAL LUMOS;4681.55;14601.04;219.2;683.66;;
9864344;ION M;530.52;1658.26;72.46;226.48;;
9864356;CASTOR;3161.14;9939.29;78.8;247.77;;
9864368;PROTEUS;914.72;2855.63;80.89;252.52;;
9864394;PAN QUEST;901.5;2850.4;79.59;251.65;;
9864667;VIVIT AMERICAS LNG;514.05;1435.58;98.12;274.02;;
9864681;SCANDIA SEAWAYS;9636.23;30037.22;174.81;544.89;;
9864746;SCF BARENTS;4228.36;11708.65;146.88;406.71;;
9864784;CELSIUS COPENHAGEN;1578.99;4497.21;169.67;483.26;;
9864796;CELSIUS CANBERRA;6900.05;19437.29;165.84;467.18;;
9864916;GASLOG GEORGETOWN;6924.09;19686.22;191.11;543.35;;
9864928;GASLOG GALVESTON;1940.39;5365.19;175.82;486.15;;
9865104;PANTELIS;5460.62;17169.79;117.21;368.54;;
9865116;SPARTO;1016.28;3171.28;98.06;305.99;;
9865233;ATLANTIC PRISM;340.39;1076.93;67.14;212.41;;
9865245;BEATRICE;1426.5;4487.89;53.37;167.9;;
9865348;ATLANTIC SAKURA;874.44;2776.18;90.56;287.51;;
9865362;AMIS TREASURE;730.23;2292.21;106.93;335.65;;
9865374;LINA AKSOY;1013.03;3157.12;87.23;271.86;;
9865532;EVA USUKI;1207.43;3799.66;75.71;238.25;;
9865568;MAJESTIC STAR;1671.46;5224.78;106.68;333.47;;
9865570;HAVILA CAPELLA;577.39;1587.83;67.74;186.28;;
9865740;JASON;418.2;1307.54;64.8;202.59;;
9865752;ORPHEUS;2017.75;6326.74;89.9;281.89;;
9865764;ALEXANDROS;856.27;2674.48;88.22;275.54;;
9865893;CSSC SHIJIAZHUANG;2208.66;6939.27;95.8;300.99;;
9865960;GREEN OCEAN;1191.2;3716.62;71.82;224.07;;
9866029;INDIGO HERITAGE;890.81;2814.53;84.06;265.6;;
9866172;FJ BIANCA;2212.89;6996.76;93.26;294.89;;
9866196;CRYSTAL ADMIRER;1195.56;3769.6;91.19;287.51;;
9866249;CONTAINERSHIPS BOREALIS;5471.9;16549.54;103.75;313.8;;
9866251;CONTAINERSHIPS STELLAR;3297.27;9722.53;94.21;277.79;;
9866641;NORD ABIDJAN;399.41;1263.8;70.37;222.68;;
9866653;OCEAN CROWN;1478.11;4664.79;68.77;217.04;;
9866720;LOWLANDS AMBER;1181.3;3729.87;101.34;319.97;;
9866732;FEDERAL FRANKLIN;623.4;1984.75;63.07;200.78;;
9866768;FEDERAL FRONTIER;587.8;1840.58;58.91;184.46;;
9866770;BOW PROSPER;1896.56;6007.11;81.12;256.93;;
9866782;BOW PERSISTENT;1420.15;4495.53;77.45;245.16;;
9867176;JY LONDON;762.72;2383.87;83.5;260.99;;
9867554;KATJA OLDENDORFF;1822.55;5704.1;106.56;333.51;;
9867566;KIRA OLDENDORFF;3355.74;10519.34;110.84;347.46;;
9867578;LINDEN TRADER;423.47;1332.57;83.76;263.56;;
9867607;MTM VANCOUVER;2003.76;6303.6;59.85;188.27;;
9867619;AITOLOS;3621.84;11362.56;140.82;441.79;;
9867621;ARISTOFANIS;5234.4;16406.85;128.66;403.29;;
