Name,Country Name,Latitude,Longitude,Layer,Harbor Type
CONCARNEAU - France,France,47.8666666666667,-3.91666666666667,PORT - Very Small,Coastal Breakwater
LORIENT - France,France,47.75,-3.35,PORT - Medium,River Natural
ST NAZAIRE - France,France,47.2833333333333,-2.2,PORT - Medium,River Tide Gate
MONTOIR - France,France,47.3,-2.13333333333333,PORT - Medium,River Natural
DONGES - France,France,47.3,-2.06666666666667,PORT - Small,River Natural
NANTES - France,France,47.2,-1.56666666666667,PORT - Medium,River Natural
LES SABLES D' OLONNE - France,France,46.5,-1.8,PORT - Medium,River Basin
LA PALLICE - France,France,46.1666666666667,-1.21666666666667,PORT - Medium,Coastal Tide Gate
LA ROCHELLE - France,France,46.15,-1.15,PORT - Medium,Coastal Tide Gate
ROCHEFORT - France,France,45.9333333333333,-0.95,PORT - Medium,River Tide Gate
TONNAY CHARENTE - France,France,45.9333333333333,-0.9,PORT - Small,River Natural
LE VERDON - France,France,45.55,-1.05,PORT - Small,River Natural
PAUILLAC - France,France,45.2,-0.75,PORT - Small,River Natural
BLAYE - France,France,45.1333333333333,-0.666666666666667,PORT - Small,River Natural
AMBES - France,France,45.0166666666667,-0.533333333333333,PORT - Small,River Natural
BORDEAUX - France,France,44.8666666666667,-0.566666666666667,PORT - Large,River Tide Gate
BAYONNE - France,France,43.5,-1.46666666666667,PORT - Medium,River Natural
PUERTO DE PASAJES - SPAIN,SPAIN,43.3333333333333,-1.93333333333333,PORT - Medium,River Natural
BERMEO - SPAIN,SPAIN,43.4166666666667,-2.71666666666667,PORT - Very Small,Coastal Breakwater
PUERTO DE BILBAO - SPAIN,SPAIN,43.35,-3.05,PORT - Medium,Coastal Breakwater
SANTANDER - SPAIN,SPAIN,43.4666666666667,-3.78333333333333,PORT - Medium,River Natural
GIJON - SPAIN,SPAIN,43.55,-5.66666666666667,PORT - Small,Coastal Breakwater
AVILES - SPAIN,SPAIN,43.6,-5.93333333333333,PORT - Small,Lake or Canal
RIBADEO - SPAIN,SPAIN,43.5333333333333,-7.03333333333333,PORT - Very Small,River Natural
SAN CIPRIAN - SPAIN,SPAIN,43.7,-7.43333333333333,PORT - Very Small,Coastal Natural
FERROL - SPAIN,SPAIN,43.4833333333333,-8.23333333333333,PORT - Medium,River Natural
LA CORUNA - SPAIN,SPAIN,43.3666666666667,-8.4,PORT - Small,Coastal Natural
VILLAGARCIA DE AROSA - SPAIN,SPAIN,42.6,-8.76666666666667,PORT - Very Small,Coastal Natural
MARIN - SPAIN,SPAIN,42.4,-8.7,PORT - Small,Coastal Breakwater
VIGO - SPAIN,SPAIN,42.2333333333333,-8.71666666666667,PORT - Medium,Coastal Breakwater
VIANA DO CASTELO - PORTUGAL,PORTUGAL,41.7,-8.83333333333333,PORT - Small,Coastal Tide Gate
PORTO DE LEIXOES - PORTUGAL,PORTUGAL,41.1833333333333,-8.7,PORT - Very Small,Coastal Breakwater
DOURO - PORTUGAL,PORTUGAL,41.15,-8.66666666666667,PORT - Very Small,River Natural
AVEIRO - PORTUGAL,PORTUGAL,40.65,-8.65,PORT - Medium,River Natural
FIGUEIRA DA FOZ - PORTUGAL,PORTUGAL,40.15,-8.85,PORT - Very Small,River Natural
LISBOA - PORTUGAL,PORTUGAL,38.7,-9.16666666666667,PORT - Large,River Natural
SETUBAL - PORTUGAL,PORTUGAL,38.5166666666667,-8.9,PORT - Small,River Natural
SINES - PORTUGAL,PORTUGAL,37.95,-8.86666666666667,PORT - Medium,Coastal Breakwater
FARO - PORTUGAL,PORTUGAL,37.0333333333333,-7.93333333333333,PORT - Very Small,River Natural
VILA REAL DE S ANTONIO - PORTUGAL,PORTUGAL,37.1833333333333,-7.4,PORT - Very Small,River Natural
HORTA - PORTUGAL,PORTUGAL,38.5333333333333,-28.6333333333333,PORT - Small,Coastal Breakwater
LAJES - PORTUGAL,PORTUGAL,38.4,-28.2666666666667,PORT - Very Small,Coastal Breakwater
ANGRA DO HEROISMO - PORTUGAL,PORTUGAL,38.65,-27.2166666666667,PORT - Very Small,Coastal Natural
PRAIA DE VITORIA - PORTUGAL,PORTUGAL,38.7166666666667,-27.05,PORT - Very Small,Coastal Natural
PONTA DELGADA - PORTUGAL,PORTUGAL,37.7333333333333,-25.6666666666667,PORT - Small,Coastal Breakwater
VILA DO PORTO - PORTUGAL,PORTUGAL,36.9333333333333,-25.15,PORT - Very Small,Coastal Natural
FUNCHAL - PORTUGAL,PORTUGAL,32.6333333333333,-16.9166666666667,PORT - Large,Coastal Breakwater
SANTA CRUZ DE LA PALMA - SPAIN,SPAIN,28.6833333333333,-17.75,PORT - Very Small,Coastal Breakwater
SANTA CRUZ DE TENERIFE - SPAIN,SPAIN,28.4666666666667,-16.2333333333333,PORT - Medium,Coastal Breakwater
LAS PALMAS - SPAIN,SPAIN,28.15,-15.4166666666667,PORT - Large,Coastal Breakwater
PUERTO DEL ROSARIO - SPAIN,SPAIN,28.5,-13.85,PORT - Very Small,Coastal Breakwater
ARRECIFE - SPAIN,SPAIN,28.95,-13.5333333333333,PORT - Very Small,Coastal Breakwater
HUELVA - SPAIN,SPAIN,37.25,-6.95,PORT - Medium,River Natural
SEVILLA - SPAIN,SPAIN,37.3666666666667,-6,PORT - Medium,Lake or Canal
ROTA - SPAIN,SPAIN,36.6166666666667,-6.33333333333333,PORT - Very Small,Coastal Breakwater
CADIZ - SPAIN,SPAIN,36.5333333333333,-6.3,PORT - Medium,Coastal Breakwater
ALGECIRAS - SPAIN,SPAIN,36.1333333333333,-5.43333333333333,PORT - Small,Coastal Breakwater
EUROPA POINT - Gibraltar,Gibraltar,36.1333333333333,-5.35,PORT - Medium,Coastal Breakwater
MALAGA - SPAIN,SPAIN,36.7166666666667,-4.41666666666667,PORT - Medium,Coastal Breakwater
MOTRIL - SPAIN,SPAIN,36.75,-3.51666666666667,PORT - Very Small,Coastal Breakwater
ADRA - SPAIN,SPAIN,36.7333333333333,-3.03333333333333,PORT - Very Small,Coastal Breakwater
ALMERIA - SPAIN,SPAIN,36.8333333333333,-2.46666666666667,PORT - Small,Coastal Breakwater
PUERTO DE CARBONERAS - SPAIN,SPAIN,37,-1.88333333333333,PORT - Small,Coastal Breakwater
PUERTO DE GARRUCHA - SPAIN,SPAIN,37.1833333333333,-1.81666666666667,PORT - Very Small,Coastal Breakwater
AGUILAS - SPAIN,SPAIN,37.4,-1.56666666666667,PORT - Very Small,Coastal Natural
HORNILLO - SPAIN,SPAIN,37.4,-1.55,PORT - Very Small,Coastal Natural
CARTAGENA - SPAIN,SPAIN,37.5833333333333,-0.983333333333333,PORT - Small,Coastal Breakwater
TORREVIEJA - SPAIN,SPAIN,37.9666666666667,-0.683333333333333,PORT - Very Small,Coastal Breakwater
ALICANTE - SPAIN,SPAIN,38.3333333333333,-0.483333333333333,PORT - Medium,Coastal Breakwater
PUERTO DE GANDIA - SPAIN,SPAIN,39,-0.15,PORT - Very Small,Coastal Breakwater
VALENCIA - SPAIN,SPAIN,39.45,-0.316666666666667,PORT - Medium,Coastal Breakwater
SAGUNTO - SPAIN,SPAIN,39.65,-0.216666666666667,PORT - Very Small,Coastal Breakwater
BURRIANA - SPAIN,SPAIN,39.8833333333333,-0.05,PORT - Very Small,River Natural
EL GRAO - SPAIN,SPAIN,39.9666666666667,0.0166666666666667,PORT - Very Small,Coastal Breakwater
TARRAGONA - SPAIN,SPAIN,41.1,1.23333333333333,PORT - Large,Coastal Breakwater
VILLANUEVA Y GELTRU - SPAIN,SPAIN,41.2333333333333,1.73333333333333,PORT - Very Small,Coastal Breakwater
BARCELONA - SPAIN,SPAIN,41.35,2.16666666666667,PORT - Large,Coastal Breakwater
SAN FELIU DE GUIXOLS - SPAIN,SPAIN,41.7833333333333,3.03333333333333,PORT - Very Small,Coastal Breakwater
PALAMOS - SPAIN,SPAIN,41.8333333333333,3.11666666666667,PORT - Small,Coastal Breakwater
ROSAS - SPAIN,SPAIN,42.2666666666667,3.18333333333333,PORT - Very Small,Coastal Natural
IBIZA - SPAIN,SPAIN,38.9,1.45,PORT - Very Small,Coastal Breakwater
PALMA DE MALLORCA - SPAIN,SPAIN,39.5666666666667,2.63333333333333,PORT - Medium,Coastal Breakwater
PUERTO DE ALCUDIA - SPAIN,SPAIN,39.8333333333333,3.13333333333333,PORT - Very Small,Coastal Breakwater
MAHON - SPAIN,SPAIN,39.8833333333333,4.26666666666667,PORT - Very Small,River Basin
PORT-VENDRES - France,France,42.5166666666667,3.11666666666667,PORT - Small,Coastal Breakwater
PORT-LA-NOUVELLE - France,France,43.0166666666667,3.06666666666667,PORT - Small,Lake or Canal
SETE - France,France,43.4,3.7,PORT - Small,Coastal Breakwater
PORT SAINT LOUIS DU RHONE - France,France,43.3833333333333,4.81666666666667,PORT - Small,Lake or Canal
FOS - France,France,43.4166666666667,4.88333333333333,PORT - Very Small,Coastal Breakwater
PORT-DE-BOUC - France,France,43.4,4.98333333333333,PORT - Small,Coastal Breakwater
MARSEILLE - France,France,43.3166666666667,5.36666666666667,PORT - Small,Coastal Breakwater
TOULON - France,France,43.1,5.91666666666667,PORT - Large,Coastal Breakwater
SAINT-TROPEZ - France,France,43.2666666666667,6.63333333333333,PORT - Very Small,Coastal Breakwater
SAINT-RAPHAEL - France,France,43.4166666666667,6.76666666666667,PORT - Very Small,Coastal Breakwater
CANNES - France,France,43.55,7.01666666666667,PORT - Small,Coastal Natural
ANTIBES - France,France,43.5833333333333,7.13333333333333,PORT - Very Small,Coastal Breakwater
NICE - France,France,43.7,7.28333333333333,PORT - Small,Coastal Breakwater
VILLEFRANCHE - France,France,43.7,7.31666666666667,PORT - Very Small,Coastal Breakwater
MONACO - MONACO,MONACO,43.7333333333333,7.41666666666667,PORT - Very Small,Coastal Breakwater
BASTIA - France,France,42.7,9.45,PORT - Very Small,Coastal Breakwater
PORTO VECCHIO - France,France,41.5833333333333,9.28333333333333,PORT - Very Small,Coastal Natural
BONIFACIO - France,France,41.3833333333333,9.16666666666667,PORT - Very Small,Coastal Natural
PORT DE PROPRIANO - France,France,41.6833333333333,8.9,PORT - Very Small,Coastal Breakwater
PORT D' AJACCIO - France,France,41.9166666666667,8.75,PORT - Small,Coastal Breakwater
CALVI - France,France,42.5666666666667,8.75,PORT - Very Small,Coastal Natural
L'ILE ROUSSE - France,France,42.6333333333333,8.93333333333333,PORT - Very Small,Coastal Breakwater
LA MADDALENA - Italy,Italy,41.2,9.41666666666667,PORT - Small,Coastal Natural
OLBIA - Italy,Italy,40.9166666666667,9.5,PORT - Small,Coastal Natural
ARBATAX - Italy,Italy,39.9333333333333,9.7,PORT - Very Small,Coastal Breakwater
CAGLIARI - Italy,Italy,39.2166666666667,9.11666666666667,PORT - Small,Coastal Breakwater
SARROCH OIL TERMINAL - Italy,Italy,39.0833333333333,9.03333333333333,PORT - Medium,Open Roadstead
PORTO PONTE ROMANO - Italy,Italy,39.05,8.46666666666667,PORT - Very Small,Open Roadstead
CARLOFORTE - Italy,Italy,39.15,8.31666666666667,PORT - Very Small,Coastal Breakwater
PORTO VESME - Italy,Italy,39.2,8.4,PORT - Very Small,Coastal Breakwater
PORTO DI ORISTANO - Italy,Italy,39.8666666666667,8.55,PORT - Small,Coastal Natural
PORTO TORRES - Italy,Italy,40.8333333333333,8.4,PORT - Small,Coastal Breakwater
SAN REMO - Italy,Italy,43.8166666666667,7.78333333333333,PORT - Very Small,Coastal Tide Gate
IMPERIA - Italy,Italy,43.8833333333333,8.03333333333333,PORT - Small,Coastal Breakwater
RADA DI VADO - Italy,Italy,44.2666666666667,8.43333333333333,PORT - Medium,Open Roadstead
SAVONA - Italy,Italy,44.3166666666667,8.5,PORT - Small,Coastal Breakwater
ORISTANO - Italy,Italy,39.8666666666667,8.55,PORT - Very Small,Coastal Breakwater
GENOVA - Italy,Italy,44.4,8.93333333333333,PORT - Large,Coastal Breakwater
LA SPEZIA - Italy,Italy,44.1,9.83333333333333,PORT - Medium,Coastal Breakwater
MARINA DI CARRARA - Italy,Italy,44.0333333333333,10.0333333333333,PORT - Very Small,Coastal Breakwater
LIVORNO - Italy,Italy,43.55,10.3166666666667,PORT - Small,Coastal Breakwater
VADA - Italy,Italy,43.35,10.45,PORT - Very Small,Open Roadstead
PORTOFERRAIO - Italy,Italy,42.8166666666667,10.3333333333333,PORT - Small,Open Roadstead
PORTOVECCHIO DI PIOMBINO - Italy,Italy,42.9333333333333,10.55,PORT - Very Small,Coastal Breakwater
PORTO SANTO STEFANO - Italy,Italy,42.4333333333333,11.1166666666667,PORT - Very Small,Coastal Breakwater
CIVITAVECCHIA - Italy,Italy,42.1,11.7833333333333,PORT - Medium,Coastal Breakwater
FIUMICINO - Italy,Italy,41.7666666666667,12.2333333333333,PORT - Very Small,Lake or Canal
ANZIO - Italy,Italy,41.45,12.6333333333333,PORT - Very Small,Coastal Breakwater
GAETA - Italy,Italy,41.2,13.5833333333333,PORT - Small,Coastal Breakwater
POZZUOLI - Italy,Italy,40.8166666666667,14.1166666666667,PORT - Very Small,Coastal Breakwater
BAGNOLI - Italy,Italy,40.8166666666667,14.1666666666667,PORT - Small,Open Roadstead
NAPOLI - Italy,Italy,40.85,14.2666666666667,PORT - Large,Coastal Breakwater
TORRE ANNUNZIATA - Italy,Italy,40.75,14.45,PORT - Small,Coastal Breakwater
CASTELLAMMARE DI STABIA - Italy,Italy,40.7,14.4833333333333,PORT - Very Small,Coastal Breakwater
SALERNO - Italy,Italy,40.6666666666667,14.75,PORT - Small,Coastal Breakwater
VIBO VALENTIA MARINA - Italy,Italy,38.7166666666667,16.1333333333333,PORT - Very Small,Coastal Breakwater
REGGIO DI CALABRIA - Italy,Italy,38.1166666666667,15.65,PORT - Small,Coastal Breakwater
MESSINA - Italy,Italy,38.2,15.5666666666667,PORT - Small,Coastal Breakwater
MILAZZO - Italy,Italy,38.2166666666667,15.25,PORT - Medium,Open Roadstead
GIOIA TAURO - Italy,Italy,38.4166666666667,15.9,PORT - Small,Lake or Canal
TERMINI IMERESE - Italy,Italy,37.9833333333333,13.7,PORT - Very Small,Coastal Breakwater
PORTO DI PALERMO - Italy,Italy,38.1333333333333,13.3666666666667,PORT - Small,Coastal Breakwater
TRAPANI - Italy,Italy,38.0166666666667,12.5,PORT - Very Small,Coastal Breakwater
MARSALA - Italy,Italy,37.7833333333333,12.4333333333333,PORT - Small,Coastal Breakwater
MAZARA DEL VALLO - Italy,Italy,37.65,12.5833333333333,PORT - Very Small,Coastal Tide Gate
PORTO EMPEDOCLE - Italy,Italy,37.2833333333333,13.5333333333333,PORT - Very Small,Coastal Breakwater
LICATA - Italy,Italy,37.1,13.9333333333333,PORT - Very Small,Coastal Breakwater
GELA - Italy,Italy,37.0666666666667,14.25,PORT - Very Small,Coastal Breakwater
POZZALLO - Italy,Italy,36.7166666666667,14.85,PORT - Very Small,Open Roadstead
SIRACUSA - Italy,Italy,37.05,15.2833333333333,PORT - Large,Coastal Breakwater
MELILLI OIL TERMINAL - Italy,Italy,37.1166666666667,15.25,PORT - Very Small,Open Roadstead
AUGUSTA - Italy,Italy,37.2166666666667,15.2333333333333,PORT - Small,Coastal Breakwater
CATANIA - Italy,Italy,37.5,15.1,PORT - Small,Coastal Breakwater
LIPARI - Italy,Italy,38.4833333333333,14.9666666666667,PORT - Very Small,Coastal Natural
VALLETTA HARBORS - Malta,Malta,35.9,14.5166666666667,PORT - Medium,Coastal Natural
MARSAXLOKK - Malta,Malta,35.8166666666667,14.55,PORT - Small,Coastal Natural
CROTONE - Italy,Italy,39.0833333333333,17.1333333333333,PORT - Small,Coastal Breakwater
TARANTO - Italy,Italy,40.4666666666667,17.2,PORT - Large,Coastal Breakwater
GALLIPOLI - Italy,Italy,40.05,17.9833333333333,PORT - Medium,Coastal Breakwater
OTRANTO - Italy,Italy,40.15,18.5,PORT - Very Small,Coastal Breakwater
BRINDISI - Italy,Italy,40.65,17.9833333333333,PORT - Large,Coastal Breakwater
TORRE DEL GRECO - Italy,Italy,40.7833333333333,14.3666666666667,PORT - Very Small,Coastal Breakwater
MONOPOLI - Italy,Italy,40.95,17.3,PORT - Small,Coastal Breakwater
BARI - Italy,Italy,41.1333333333333,16.8666666666667,PORT - Medium,Coastal Breakwater
MOLFETTA - Italy,Italy,41.2166666666667,16.6,PORT - Small,Coastal Breakwater
PORTO DI BARLETTA - Italy,Italy,41.3166666666667,16.2833333333333,PORT - Very Small,Coastal Breakwater
MANFREDONIA - Italy,Italy,41.6166666666667,15.9166666666667,PORT - Small,Coastal Breakwater
VASTO - Italy,Italy,42.1166666666667,14.7166666666667,PORT - Very Small,Coastal Breakwater
ORTONA - Italy,Italy,42.35,14.4166666666667,PORT - Small,Coastal Breakwater
PESCARA - Italy,Italy,42.4666666666667,14.2166666666667,PORT - Small,Coastal Breakwater
ANCONA - Italy,Italy,43.6166666666667,13.5,PORT - Small,Coastal Breakwater
PORTO DI CORSINI - Italy,Italy,44.5,12.2833333333333,PORT - Medium,Lake or Canal
PORTO DI CHIOGGIA - Italy,Italy,45.2333333333333,12.3,PORT - Very Small,River Basin
PORTO DI MALAMOCCO - Italy,Italy,45.3333333333333,12.3166666666667,PORT - Very Small,Lake or Canal
PORTO DI LIDO-VENEZIA - Italy,Italy,45.4166666666667,12.4333333333333,PORT - Large,Coastal Breakwater
MONFALCONE - Italy,Italy,45.7833333333333,13.55,PORT - Medium,River Basin
TRIESTE - Italy,Italy,45.65,13.7666666666667,PORT - Large,Coastal Breakwater
MUGGIA - Italy,Italy,45.6,13.7666666666667,PORT - Very Small,Coastal Breakwater
KOPER - Slovenia,Slovenia,45.55,13.7333333333333,PORT - Small,Coastal Natural
PIRAN - Slovenia,Slovenia,45.5333333333333,13.5666666666667,PORT - Very Small,Coastal Breakwater
UMAG - Croatia,Croatia,45.4333333333333,13.5166666666667,PORT - Very Small,Coastal Breakwater
ROVINJ - Croatia,Croatia,45.0833333333333,13.6333333333333,PORT - Small,Coastal Breakwater
PULA - Croatia,Croatia,44.8833333333333,13.8,PORT - Very Small,Coastal Breakwater
ZALIV RASA - Croatia,Croatia,45.05,14.0666666666667,PORT - Very Small,Coastal Natural
BRSICA - Croatia,Croatia,45.0333333333333,14.05,PORT - Very Small,Coastal Natural
RIJEKA LUKA - Croatia,Croatia,45.3333333333333,14.4333333333333,PORT - Large,River Basin
BAKAR - Croatia,Croatia,45.3,14.5333333333333,PORT - Small,Coastal Natural
OMISALJ - Croatia,Croatia,45.2166666666667,14.55,PORT - Small,Coastal Natural
SENJ - Croatia,Croatia,44.9833333333333,14.9,PORT - Very Small,Coastal Natural
ZADAR - Croatia,Croatia,44.1166666666667,15.2166666666667,PORT - Small,Coastal Natural
SIBENIK - Croatia,Croatia,43.7333333333333,15.8833333333333,PORT - Small,Coastal Natural
SPLIT - Croatia,Croatia,43.5,16.4333333333333,PORT - Large,Coastal Breakwater
DUGI RAT - Croatia,Croatia,43.45,16.65,PORT - Very Small,Coastal Natural
PLOCE - Croatia,Croatia,43.05,17.4333333333333,PORT - Very Small,Coastal Natural
KORCULA - Croatia,Croatia,42.9333333333333,17.1333333333333,PORT - Very Small,Coastal Natural
DUBROVNIK - Croatia,Croatia,42.6666666666667,18.0833333333333,PORT - Small,Coastal Natural
RISAN - MONTENEGRO,MONTENEGRO,42.5166666666667,18.7,PORT - Very Small,Coastal Breakwater
KOTOR - MONTENEGRO,MONTENEGRO,42.4166666666667,18.7666666666667,PORT - Very Small,Coastal Natural
TIVAT - MONTENEGRO,MONTENEGRO,42.4333333333333,18.7,PORT - Very Small,Coastal Breakwater
BAR - MONTENEGRO,MONTENEGRO,42.0833333333333,19.0833333333333,PORT - Small,Coastal Breakwater
SHENGJIN - Albania,Albania,41.8166666666667,19.6,PORT - Very Small,Coastal Natural
DURRES - Albania,Albania,41.3166666666667,19.45,PORT - Small,Coastal Breakwater
VLORES - Albania,Albania,40.4666666666667,19.5,PORT - Very Small,Coastal Natural
KERKIRA - Greece,Greece,39.6166666666667,19.9333333333333,PORT - Medium,Open Roadstead
PREVEZA - Greece,Greece,38.95,20.75,PORT - Very Small,Coastal Natural
ARGOSTOLION - Greece,Greece,38.1833333333333,20.5166666666667,PORT - Very Small,Coastal Natural
MESOLONGION - Greece,Greece,38.3666666666667,21.4166666666667,PORT - Very Small,Coastal Breakwater
ITEA - Greece,Greece,38.4333333333333,22.4166666666667,PORT - Very Small,Open Roadstead
AIYION - Greece,Greece,38.25,22.0833333333333,PORT - Very Small,Open Roadstead
PATRAI - Greece,Greece,38.25,21.7333333333333,PORT - Small,Coastal Breakwater
KATAKOLON - Greece,Greece,37.65,21.3166666666667,PORT - Very Small,Coastal Breakwater
PILOS - Greece,Greece,36.9,21.6666666666667,PORT - Very Small,Coastal Natural
KALAMATA - Greece,Greece,37.0166666666667,22.1166666666667,PORT - Small,Coastal Breakwater
YITHION - Greece,Greece,36.75,22.5666666666667,PORT - Very Small,Open Roadstead
NAVPLIO - Greece,Greece,37.5666666666667,22.8,PORT - Very Small,Coastal Breakwater
SPETSES - Greece,Greece,37.2666666666667,23.1666666666667,PORT - Very Small,Open Roadstead
LAVRIO - Greece,Greece,37.7,24.0666666666667,PORT - Very Small,Coastal Breakwater
MEGARA OIL TERMINAL - Greece,Greece,37.9666666666667,23.4,PORT - Very Small,Open Roadstead
AYIOS NIKOLAOS - Greece,Greece,37.9833333333333,23.5333333333333,PORT - Very Small,Coastal Breakwater
ELEVSIS - Greece,Greece,38.0333333333333,23.55,PORT - Small,Open Roadstead
PAKHI OIL TERMINAL - Greece,Greece,37.9666666666667,23.3833333333333,PORT - Very Small,Open Roadstead
PERAMA - Greece,Greece,37.9666666666667,23.5666666666667,PORT - Small,Open Roadstead
PIRAIEVS - Greece,Greece,37.9333333333333,23.65,PORT - Large,Coastal Breakwater
ORMOS MIKRO VATHI - Greece,Greece,38.4333333333333,23.6,PORT - Very Small,Coastal Natural
DHIAVLOS STENO - Greece,Greece,38.45,23.6,PORT - Very Small,Coastal Natural
CHALKIS - Greece,Greece,38.4666666666667,23.6,PORT - Small,Coastal Natural
ORMOS ALIVERIOU - Greece,Greece,38.3833333333333,24.05,PORT - Medium,Coastal Breakwater
ASTAKOS - Greece,Greece,38.4833333333333,21.1,PORT - Small,Coastal Natural
ASPROPIRGOS - Greece,Greece,38.0333333333333,23.6,PORT - Very Small,Open Roadstead
PORTHMOS EVRIPOU - Greece,Greece,38.4666666666667,23.5833333333333,PORT - Very Small,Coastal Natural
LARIMNA - Greece,Greece,38.5666666666667,23.2833333333333,PORT - Very Small,Coastal Natural
KYMASSI - Greece,Greece,38.8333333333333,23.4666666666667,PORT - Very Small,Coastal Natural
ACHLADI - Greece,Greece,38.9,22.8166666666667,PORT - Very Small,Coastal Natural
STILIS - Greece,Greece,38.9166666666667,22.6166666666667,PORT - Very Small,Coastal Natural
TSINGELI - Greece,Greece,39.1666666666667,22.85,PORT - Very Small,Coastal Natural
VOLOS - Greece,Greece,39.3666666666667,22.95,PORT - Medium,Coastal Breakwater
MILIANA - Greece,Greece,39.1666666666667,23.2166666666667,PORT - Very Small,Coastal Natural
THESSALONIKI - Greece,Greece,40.6333333333333,22.9333333333333,PORT - Medium,Coastal Natural
YERAKINI - Greece,Greece,40.2666666666667,23.4666666666667,PORT - Very Small,Coastal Natural
STRATONI - Greece,Greece,40.5166666666667,23.8333333333333,PORT - Very Small,Coastal Natural
KAVALA - Greece,Greece,40.9333333333333,24.4,PORT - Small,Coastal Breakwater
LAGOS - Greece,Greece,41,25.1333333333333,PORT - Very Small,Coastal Natural
ALEXANDROUPOLI - Greece,Greece,40.8333333333333,25.8833333333333,PORT - Medium,Coastal Breakwater
MITILINI - Greece,Greece,39.1,26.5666666666667,PORT - Small,Coastal Breakwater
PLOMARION - Greece,Greece,38.9833333333333,26.3666666666667,PORT - Very Small,Coastal Breakwater
VRAKHONISIS KALLONIS - Greece,Greece,39.0833333333333,26.0833333333333,PORT - Very Small,Coastal Natural
KHIOS - Greece,Greece,38.3666666666667,26.1333333333333,PORT - Very Small,Coastal Breakwater
NEON KARLOVAS - Greece,Greece,37.8,26.6833333333333,PORT - Small,Coastal Breakwater
SAMOS - Greece,Greece,37.75,26.9666666666667,PORT - Very Small,Coastal Natural
PITHAGORION - Greece,Greece,37.6833333333333,26.95,PORT - Very Small,Coastal Breakwater
GAVRIO - Greece,Greece,37.8833333333333,24.7333333333333,PORT - Very Small,Coastal Natural
ANDROS - Greece,Greece,37.8333333333333,24.95,PORT - Very Small,Coastal Natural
MIKONOS - Greece,Greece,37.45,25.3333333333333,PORT - Very Small,Coastal Natural
LIMIN SIROU - Greece,Greece,37.4333333333333,24.95,PORT - Very Small,Coastal Breakwater
NISOS NAXOS - Greece,Greece,37.1,25.3666666666667,PORT - Very Small,Open Roadstead
MILOS - Greece,Greece,36.7166666666667,24.45,PORT - Very Small,Coastal Natural
AKRA KAVONISI - Greece,Greece,35.5166666666667,23.6333333333333,PORT - Very Small,Coastal Breakwater
SOUDHA - Greece,Greece,35.4833333333333,24.1833333333333,PORT - Medium,Coastal Natural
RETHIMNON - Greece,Greece,35.3666666666667,24.4666666666667,PORT - Very Small,Coastal Breakwater
IRAKLION - Greece,Greece,35.35,25.15,PORT - Medium,Coastal Breakwater
SITIA - Greece,Greece,35.2166666666667,26.1333333333333,PORT - Very Small,Coastal Natural
AYIOS NIKOLAOS - Greece,Greece,35.2,25.7166666666667,PORT - Very Small,Coastal Natural
KALI LIMENES - Greece,Greece,34.9333333333333,24.8333333333333,PORT - Very Small,Coastal Natural
RODHOS - Greece,Greece,36.45,28.2333333333333,PORT - Small,Coastal Breakwater
LIMIN KOS - Greece,Greece,36.9,27.2833333333333,PORT - Very Small,Open Roadstead
KALIMNOS - Greece,Greece,36.95,26.9833333333333,PORT - Very Small,Coastal Natural
LAKKI - Greece,Greece,37.1333333333333,26.85,PORT - Very Small,Coastal Natural
ALIAGA - TURKEY,TURKEY,38.8333333333333,26.9333333333333,PORT - Very Small,Coastal Breakwater
GEMLIK - TURKEY,TURKEY,40.4166666666667,29.1166666666667,PORT - Very Small,Open Roadstead
ECEABAT - TURKEY,TURKEY,40.1833333333333,26.3666666666667,PORT - Very Small,Lake or Canal
GELIBOLU - TURKEY,TURKEY,40.4,26.6666666666667,PORT - Very Small,Lake or Canal
BORUSAN FERTILIZER JETTY - TURKEY,TURKEY,40.4166666666667,29.1,PORT - Very Small,Coastal Natural
AMBARLI - TURKEY,TURKEY,40.9666666666667,28.7,PORT - Very Small,Coastal Natural
TEKIRDAG - TURKEY,TURKEY,40.9833333333333,27.5166666666667,PORT - Very Small,Lake or Canal
ISTANBUL - TURKEY,TURKEY,41.0166666666667,28.9666666666667,PORT - Large,Lake or Canal
DEFTERDAR BURNU - TURKEY,TURKEY,41.05,29.0333333333333,PORT - Very Small,Coastal Natural
ISTINYE - TURKEY,TURKEY,41.1166666666667,29.05,PORT - Very Small,Coastal Natural
BURGAS - BULGARIA,BULGARIA,42.4833333333333,27.4833333333333,PORT - Small,Coastal Breakwater
VARNA - BULGARIA,BULGARIA,43.1833333333333,27.9666666666667,PORT - Large,Coastal Breakwater
MANGALIA - Romania,Romania,43.8166666666667,28.5833333333333,PORT - Very Small,Coastal Breakwater
BASARABI - Romania,Romania,44.1666666666667,28.4333333333333,PORT - Very Small,River Natural
CONSTANTA - Romania,Romania,44.1666666666667,28.65,PORT - Medium,Coastal Breakwater
MEDGIDIA - Romania,Romania,44.25,28.2666666666667,PORT - Very Small,Lake or Canal
DANUBE-BLACK SEA CANAL - Romania,Romania,44.2666666666667,28.1833333333333,PORT - Medium,Lake or Canal
CERNAVODA - Romania,Romania,44.3333333333333,28.05,PORT - Very Small,River Natural
MIDIA - Romania,Romania,44.35,28.6666666666667,PORT - Very Small,Open Roadstead
