Name,Country Name,Latitude,Longitude,Layer,Harbor Type
BAIE DU MARIGOT - France,France,18.0666666666667,-63.0833333333333,PORT - Very Small,Open Roadstead
PHILLIPSBURG - SINT MAARTEN,SINT MAARTEN,18.0166666666667,-63.05,PORT - Small,Coastal Natural
COLES BAY OIL TERMINAL - SINT MAARTEN,SINT MAARTEN,18.0166666666667,-63.0833333333333,PORT - Small,Open Roadstead
GUSTAVIA - Guadeloupe,Guadeloupe,17.9,-62.85,PORT - Very Small,Coastal Natural
ORANJESTAD - BONAIRE. SINT EUSTATIUS. AND SABA,BONAIRE. SINT EUSTATIUS. AND SABA,17.4833333333333,-62.9833333333333,PORT - Small,Open Roadstead
BASSETERRE - SAINT KITTS AND NEVIS,SAINT KITTS AND NEVIS,17.3,-62.7166666666667,PORT - Very Small,Open Roadstead
CHARLESTOWN - SAINT KITTS AND NEVIS,SAINT KITTS AND NEVIS,17.1333333333333,-62.6333333333333,PORT - Very Small,Open Roadstead
ST JOHNS - ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,17.1166666666667,-61.85,PORT - Medium,Open Roadstead
POINTE A PITRE - Guadeloupe,Guadeloupe,16.2333333333333,-61.5333333333333,PORT - Medium,Coastal Natural
BASSE TERRE - Guadeloupe,Guadeloupe,16,-61.7333333333333,PORT - Very Small,Open Roadstead
PORT LOUIS - Guadeloupe,Guadeloupe,16.4166666666667,-61.5333333333333,PORT - Very Small,Open Roadstead
ROSEAU - DOMINICA,DOMINICA,15.3,-61.4,PORT - Very Small,Coastal Natural
PORTSMOUTH - DOMINICA,DOMINICA,15.5666666666667,-61.4666666666667,PORT - Very Small,Coastal Natural
FORT DE FRANCE - MARTINIQUE,MARTINIQUE,14.6,-61.0666666666667,PORT - Medium,Open Roadstead
VIEUX FORT - SAINT LUCIA,SAINT LUCIA,13.7166666666667,-60.9666666666667,PORT - Very Small,Coastal Natural
GRAND CUL DE SAC BAY - SAINT LUCIA,SAINT LUCIA,13.9833333333333,-61.0166666666667,PORT - Small,Coastal Natural
CASTRIES - SAINT LUCIA,SAINT LUCIA,14.0166666666667,-61,PORT - Small,Coastal Natural
KINGSTOWN - Saint Vincent and the Grenadines (Windward Islands),Saint Vincent and the Grenadines (Windward Islands),13.15,-61.2333333333333,PORT - Small,Coastal Natural
ST GEORGE'S - GRENADA,GRENADA,12.05,-61.75,PORT - Small,Coastal Natural
BRIDGETOWN - Barbados,Barbados,13.1,-59.6333333333333,PORT - Small,Coastal Breakwater
SCARBOROUGH - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,11.1833333333333,-60.7333333333333,PORT - Very Small,Open Roadstead
CHAGUARAMAS - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.6833333333333,-61.65,PORT - Very Small,Coastal Natural
ANSE TEMBLADORA - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.6833333333333,-61.5833333333333,PORT - Very Small,Open Roadstead
PORT OF SPAIN - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.65,-61.5166666666667,PORT - Medium,Coastal Natural
POINT LISAS PORT - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.3833333333333,-61.4833333333333,PORT - Small,River Basin
POINTE A PIERRE - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.3166666666667,-61.4666666666667,PORT - Small,Open Roadstead
POINT LISAS INDUSTRIAL PORT - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.4,-61.5,PORT - Small,Coastal Natural
BRIGHTON - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.25,-61.6333333333333,PORT - Very Small,Open Roadstead
POINT FORTIN - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.2,-61.7,PORT - Very Small,Open Roadstead
GALEOTA POINT TERMINAL - TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,10.1333333333333,-60.9833333333333,PORT - Small,Open Roadstead
KRALENDIJK - BONAIRE. SINT EUSTATIUS. AND SABA,BONAIRE. SINT EUSTATIUS. AND SABA,12.15,-68.2833333333333,PORT - Very Small,Open Roadstead
GOTO OIL TERMINAL - BONAIRE. SINT EUSTATIUS. AND SABA,BONAIRE. SINT EUSTATIUS. AND SABA,12.2166666666667,-68.3833333333333,PORT - Very Small,Open Roadstead
SALINA - BONAIRE. SINT EUSTATIUS. AND SABA,BONAIRE. SINT EUSTATIUS. AND SABA,12.0833333333333,-68.2833333333333,PORT - Very Small,Open Roadstead
CARACASBAAI - CURACAO,CURACAO,12.0666666666667,-68.8666666666667,PORT - Small,Open Roadstead
WILLEMSTAD - CURACAO,CURACAO,12.1166666666667,-68.9333333333333,PORT - Medium,Coastal Breakwater
BULLEN BAAI - CURACAO,CURACAO,12.1833333333333,-69.0333333333333,PORT - Medium,Open Roadstead
SINT MICHELSBAAI - CURACAO,CURACAO,12.1333333333333,-69.0166666666667,PORT - Very Small,Open Roadstead
SINT NICOLAAS BAAI - ARUBA,ARUBA,12.4333333333333,-69.9166666666667,PORT - Small,Coastal Breakwater
PAARDEN BAAI - (ORANJESTAD) - ARUBA,ARUBA,12.5166666666667,-70.0333333333333,PORT - Very Small,Coastal Breakwater
TURBO - Colombia,Colombia,8.08333333333333,-76.7333333333333,PORT - Very Small,Open Roadstead
COVENAS - Colombia,Colombia,9.41666666666667,-75.6833333333333,PORT - Small,Open Roadstead
COVENAS OFFSHORE TERM. - Colombia,Colombia,9.5,-75.7333333333333,PORT - Very Small,Open Roadstead
MAMONAL - Colombia,Colombia,10.3166666666667,-75.5166666666667,PORT - Small,Open Roadstead
EL BOSQUE - Colombia,Colombia,10.4,-75.5333333333333,PORT - Small,Coastal Natural
CARTAGENA - Colombia,Colombia,10.4166666666667,-75.5333333333333,PORT - Medium,Coastal Natural
BARRANQUILLA - Colombia,Colombia,10.9666666666667,-74.7666666666667,PORT - Medium,River Natural
PUERTO PRODECO - Colombia,Colombia,11.15,-74.2166666666667,PORT - Small,Open Roadstead
POZOS COLORADOS - Colombia,Colombia,11.15,-74.25,PORT - Small,Open Roadstead
SANTA MARTA - Colombia,Colombia,11.25,-74.2166666666667,PORT - Small,Coastal Natural
PUERTO BOLIVAR - Colombia,Colombia,12.25,-71.9666666666667,PORT - Small,Coastal Breakwater
MARACAIBO - Venezuela,Venezuela,10.6333333333333,-71.6,PORT - Medium,Open Roadstead
SAN LORENZO - Venezuela,Venezuela,9.78333333333333,-71.0666666666667,PORT - Very Small,Lake or Canal
LA SALINA - Venezuela,Venezuela,10.3666666666667,-71.4666666666667,PORT - Small,Lake or Canal
PUNTA DE PALMAS - Venezuela,Venezuela,10.7833333333333,-71.5833333333333,PORT - Very Small,Lake or Canal
BAJO GRANDE - Venezuela,Venezuela,10.5166666666667,-71.6333333333333,PORT - Very Small,Lake or Canal
PUERTO MIRANDA - Venezuela,Venezuela,10.7666666666667,-71.5666666666667,PORT - Small,Lake or Canal
EL TABIAZO - Venezuela,Venezuela,10.7666666666667,-71.5333333333333,PORT - Very Small,Open Roadstead
PUNTA CARDON - Venezuela,Venezuela,11.6333333333333,-70.2333333333333,PORT - Small,Open Roadstead
LAS PIEDRAS - Venezuela,Venezuela,11.7,-70.2166666666667,PORT - Small,Open Roadstead
AMUAY (BAHIA DE AMUAY) - Venezuela,Venezuela,11.75,-70.2333333333333,PORT - Small,Open Roadstead
PUERTO CUMAREBO - Venezuela,Venezuela,11.4833333333333,-69.35,PORT - Very Small,Open Roadstead
PUERTO CHICHIRIVICHE - Venezuela,Venezuela,10.9166666666667,-68.2666666666667,PORT - Very Small,Coastal Natural
EL PALITO - Venezuela,Venezuela,10.4833333333333,-68.1166666666667,PORT - Very Small,Open Roadstead
VENTERMINALS - Venezuela,Venezuela,10.4833333333333,-68.0333333333333,PORT - Very Small,Open Roadstead
PUERTO CABELLO - Venezuela,Venezuela,10.4833333333333,-68,PORT - Medium,Coastal Natural
PUERTO BORBURATA - Venezuela,Venezuela,10.4833333333333,-67.9833333333333,PORT - Very Small,Coastal Natural
CATIA LA MAR - Venezuela,Venezuela,10.6,-67.0166666666667,PORT - Very Small,Coastal Natural
LA GUAIRA - Venezuela,Venezuela,10.6166666666667,-66.9333333333333,PORT - Small,Coastal Breakwater
JOSE TERMINAL - Venezuela,Venezuela,10.1,-64.85,PORT - Very Small,Open Roadstead
PUERTO LA CRUZ - Venezuela,Venezuela,10.25,-64.6333333333333,PORT - Large,Open Roadstead
GUANTA - Venezuela,Venezuela,10.25,-64.5833333333333,PORT - Small,Open Roadstead
BAHIA DE PERTIGALETE - Venezuela,Venezuela,10.2333333333333,-64.5666666666667,PORT - Small,Coastal Natural
CUMANA (PUERTO SUCRE) - Venezuela,Venezuela,10.4666666666667,-64.1833333333333,PORT - Very Small,Open Roadstead
EL GUAMACHE - Venezuela,Venezuela,10.9,-64.1,PORT - Very Small,Open Roadstead
CARUPANO - Venezuela,Venezuela,10.7,-63.25,PORT - Very Small,Coastal Breakwater
GUIRIA - Venezuela,Venezuela,10.5666666666667,-62.3,PORT - Very Small,Coastal Breakwater
PUERTO DE HIERRO - Venezuela,Venezuela,10.6333333333333,-62.1,PORT - Small,Open Roadstead
CARIPITO - Venezuela,Venezuela,10.15,-63.0333333333333,PORT - Very Small,River Natural
PALUA - Venezuela,Venezuela,8.36666666666667,-62.6833333333333,PORT - Very Small,River Natural
PUERTO ORDAZ - Venezuela,Venezuela,8.35,-62.7166666666667,PORT - Small,River Natural
CIUDAD BOLIVAR - Venezuela,Venezuela,8.13333333333333,-63.55,PORT - Small,River Natural
GEORGETOWN - Guyana,Guyana,6.83333333333333,-58.1666666666667,PORT - Medium,River Natural
LINDEN - Guyana,Guyana,6,-58.3,PORT - Very Small,River Natural
NEW AMSTERDAM - Guyana,Guyana,6.25,-57.5166666666667,PORT - Very Small,River Natural
NIEUW NICKERIE - SURINAME,SURINAME,5.95,-57,PORT - Very Small,River Natural
PARAMARIBO - SURINAME,SURINAME,5.83333333333333,-55.1666666666667,PORT - Small,River Natural
PARANAM - SURINAME,SURINAME,5.61666666666667,-55.1,PORT - Very Small,River Natural
MOENGO - SURINAME,SURINAME,5.63333333333333,-54.4166666666667,PORT - Very Small,River Natural
DEGRAD DES CANNES - FRENCH GUIANA,FRENCH GUIANA,4.85,-52.2666666666667,PORT - Very Small,River Natural
PORTO SANTANA - Brazil,Brazil,-0.05,-51.1833333333333,PORT - Very Small,River Natural
BELEM - Brazil,Brazil,-1.45,-48.5,PORT - Medium,River Natural
VILA DO CONDE - Brazil,Brazil,-1.55,-48.75,PORT - Very Small,River Natural
CAMETA - Brazil,Brazil,-2.25,-49.5,PORT - Very Small,Typhoon Harbor
SANTAREM - Brazil,Brazil,-2.41666666666667,-54.7166666666667,PORT - Very Small,Typhoon Harbor
ITACOATIARA - Brazil,Brazil,-3.15,-58.45,PORT - Very Small,River Natural
MANAUS - Brazil,Brazil,-3.13333333333333,-60.0166666666667,PORT - Small,River Natural
IQUITOS - Peru,Peru,-3.75,-73.2333333333333,PORT - Small,River Natural
ITAQUI - Brazil,Brazil,-2.56666666666667,-44.3666666666667,PORT - Small,Coastal Natural
TUTOIA - Brazil,Brazil,-2.78333333333333,-42.2833333333333,PORT - Very Small,River Natural
CAMOCIM - Brazil,Brazil,-2.9,-40.8333333333333,PORT - Very Small,River Natural
PORTO DE MUCURIPE - Brazil,Brazil,-3.71666666666667,-38.4833333333333,PORT - Small,Open Roadstead
GUAMARE OIL TERMINAL - Brazil,Brazil,-4.86666666666667,-36.2833333333333,PORT - Very Small,Open Roadstead
NATAL - Brazil,Brazil,-5.78333333333333,-35.2,PORT - Small,River Natural
CABEDELO - Brazil,Brazil,-6.96666666666667,-34.8333333333333,PORT - Small,River Natural
RECIFE - Brazil,Brazil,-8.05,-34.8666666666667,PORT - Medium,Coastal Breakwater
PORTO DE SUAPE - Brazil,Brazil,-8.4,-34.9666666666667,PORT - Small,Coastal Breakwater
PORTO DE MACEIO - Brazil,Brazil,-9.66666666666667,-35.7333333333333,PORT - Small,Coastal Breakwater
PORT DE ARACAJU - Brazil,Brazil,-10.9166666666667,-37.05,PORT - Small,River Natural
PORT DE SALVADOR - Brazil,Brazil,-12.9666666666667,-38.5166666666667,PORT - Medium,Coastal Breakwater
ARATU - Brazil,Brazil,-12.7833333333333,-38.5,PORT - Small,Open Roadstead
MADRE DE DEUS - Brazil,Brazil,-12.75,-38.6166666666667,PORT - Very Small,Open Roadstead
PORT OF ILHEUS - Brazil,Brazil,-14.7833333333333,-39.0166666666667,PORT - Small,Coastal Breakwater
PORTOCEL - Brazil,Brazil,-19.85,-40.05,PORT - Small,Coastal Breakwater
VITORIA - Brazil,Brazil,-20.3166666666667,-40.3333333333333,PORT - Medium,River Natural
TUBARAO - Brazil,Brazil,-20.2833333333333,-40.25,PORT - Large,Coastal Breakwater
SANTA CLARA - Brazil,Brazil,-20.8833333333333,-51.3666666666667,PORT - Very Small,Coastal Natural
MACAE - Brazil,Brazil,-22.3666666666667,-41.7666666666667,PORT - Very Small,River Natural
DTSE / GEGUA OIL TERMINAL - Brazil,Brazil,-22.8166666666667,-43.15,PORT - Medium,Open Roadstead
PORTO DO FORNO - Brazil,Brazil,-22.9666666666667,-42.0166666666667,PORT - Very Small,Coastal Natural
RIO DE JANEIRO - Brazil,Brazil,-22.9,-43.1666666666667,PORT - Large,Coastal Natural
NITEROI - Brazil,Brazil,-22.8833333333333,-43.1166666666667,PORT - Small,Coastal Natural
GUAIBA ISLAND TERMINAL - Brazil,Brazil,-23.0166666666667,-44.0333333333333,PORT - Small,Coastal Natural
ANGRA DOS REIS - Brazil,Brazil,-23.0166666666667,-44.3166666666667,PORT - Small,Coastal Natural
GEBIG - Brazil,Brazil,-23.05,-44.2166666666667,PORT - Small,Open Roadstead
SAO SEBASTIAO - Brazil,Brazil,-23.8,-45.4,PORT - Small,Open Roadstead
SANTOS - Brazil,Brazil,-23.95,-46.3,PORT - Large,Coastal Natural
PARANAGUA - Brazil,Brazil,-25.5,-48.5166666666667,PORT - Small,Coastal Natural
SAO FRANCISCO - Brazil,Brazil,-26.25,-48.6333333333333,PORT - Small,River Natural
ITAJAI - Brazil,Brazil,-26.9166666666667,-48.6333333333333,PORT - Medium,River Natural
IMBITUBA - Brazil,Brazil,-28.2333333333333,-48.6666666666667,PORT - Very Small,Coastal Natural
LAGUNA - Brazil,Brazil,-28.5,-48.7833333333333,PORT - Very Small,River Natural
TRAMANDAI - Brazil,Brazil,-29.9833333333333,-50.1333333333333,PORT - Small,Open Roadstead
RIO GRANDE - Brazil,Brazil,-32.05,-52.0833333333333,PORT - Large,River Natural
PELOTAS - Brazil,Brazil,-31.7833333333333,-52.3333333333333,PORT - Very Small,River Natural
PORTO ALEGRE - Brazil,Brazil,-30.0333333333333,-51.2333333333333,PORT - Medium,River Natural
LA PALOMA - Uruguay,Uruguay,-34.65,-54.15,PORT - Very Small,Coastal Natural
JOSE IGNACIO - Uruguay,Uruguay,-34.95,-54.7,PORT - Very Small,Open Roadstead
MONTEVIDEO - Uruguay,Uruguay,-34.9,-56.2166666666667,PORT - Medium,Coastal Breakwater
PUERTO SAUCE - Uruguay,Uruguay,-34.4333333333333,-57.45,PORT - Very Small,Open Roadstead
COLONIA - Uruguay,Uruguay,-34.4666666666667,-57.85,PORT - Very Small,Open Roadstead
NUEVA PALMIRA - Uruguay,Uruguay,-33.8833333333333,-58.4166666666667,PORT - Very Small,River Natural
FRAY BENTOS - Uruguay,Uruguay,-33.1166666666667,-58.3166666666667,PORT - Very Small,River Natural
PAYSANDU - Uruguay,Uruguay,-32.3166666666667,-58.0666666666667,PORT - Small,River Natural
PUERTO DE ASUNCION - PARAGUAY,PARAGUAY,-25.2666666666667,-57.6833333333333,PORT - Very Small,River Natural
SANTA FE - Argentina,Argentina,-31.65,-60.7,PORT - Small,River Natural
PARANA - Argentina,Argentina,-31.7166666666667,-60.5333333333333,PORT - Very Small,River Natural
DIAMANTE - Argentina,Argentina,-32.0666666666667,-60.65,PORT - Very Small,River Natural
PUERTO SAN MARTIN - Argentina,Argentina,-32.7166666666667,-60.7333333333333,PORT - Very Small,River Natural
SAN LORENZO - Argentina,Argentina,-32.75,-60.7333333333333,PORT - Very Small,River Natural
ROSARIO - Argentina,Argentina,-32.95,-60.6333333333333,PORT - Medium,River Natural
VILLA CONSTITUCION - Argentina,Argentina,-33.2333333333333,-60.3333333333333,PORT - Very Small,River Natural
SAN NICOLAS - Argentina,Argentina,-33.3333333333333,-60.2333333333333,PORT - Very Small,River Natural
RAMALLO - Argentina,Argentina,-33.4833333333333,-60.0166666666667,PORT - Very Small,River Natural
SAN PEDRO - Argentina,Argentina,-33.5833333333333,-59.8166666666667,PORT - Very Small,River Natural
PUERTO IBICUY - Argentina,Argentina,-33.75,-59.1833333333333,PORT - Very Small,River Natural
ZARATE - Argentina,Argentina,-34.0833333333333,-59.0333333333333,PORT - Small,River Natural
CAMPANA - Argentina,Argentina,-34.15,-58.9666666666667,PORT - Small,River Natural
CONCORDIA - Argentina,Argentina,-31.4,-58.0333333333333,PORT - Very Small,River Natural
COLON - Argentina,Argentina,-32.2166666666667,-58.1333333333333,PORT - Very Small,River Natural
CONCEPCION DEL URUGUAY - Argentina,Argentina,-32.4833333333333,-58.2333333333333,PORT - Small,River Natural
BUENOS AIRES - Argentina,Argentina,-34.6,-58.3666666666667,PORT - Large,Coastal Breakwater
LA PLATA - Argentina,Argentina,-34.8333333333333,-57.8833333333333,PORT - Medium,River Basin
MAR DEL PLATA - Argentina,Argentina,-38.0333333333333,-57.5333333333333,PORT - Small,Coastal Breakwater
QUEQUEN - Argentina,Argentina,-38.5833333333333,-58.7,PORT - Very Small,Coastal Breakwater
PUERTO ROSALES - Argentina,Argentina,-38.9333333333333,-62.0666666666667,PORT - Very Small,Coastal Breakwater
PUERTO BELGRANO - Argentina,Argentina,-38.8833333333333,-62.1,PORT - Small,Coastal Breakwater
BAHIA BLANCA - Argentina,Argentina,-38.7833333333333,-62.2666666666667,PORT - Very Small,Coastal Natural
PUERTO INGENIERO WHITE - Argentina,Argentina,-38.8,-62.2666666666667,PORT - Small,Coastal Natural
PUERTO NACIONAL - Argentina,Argentina,-38.8,-62.2833333333333,PORT - Very Small,Coastal Natural
PUERTO GALVAN - Argentina,Argentina,-38.7833333333333,-62.3,PORT - Very Small,Coastal Natural
SAN BLAS - Argentina,Argentina,-40.5666666666667,-62.2333333333333,PORT - Very Small,Coastal Natural
PUERTO MADRYN - Argentina,Argentina,-42.7666666666667,-65.0333333333333,PORT - Small,Coastal Natural
COMODORO RIVADAVIA - Argentina,Argentina,-45.8666666666667,-67.4666666666667,PORT - Very Small,Coastal Breakwater
PUERTO DESEADO - Argentina,Argentina,-47.75,-65.9,PORT - Very Small,River Natural
PUERTO SAN JULIAN - Argentina,Argentina,-49.3166666666667,-67.7,PORT - Very Small,Coastal Natural
PUERTO SANTA CRUZ - Argentina,Argentina,-50.0166666666667,-68.5166666666667,PORT - Very Small,River Natural
PUERTO GALLEGOS - Argentina,Argentina,-51.6166666666667,-68.9666666666667,PORT - Very Small,River Natural
SAN SEBASTIAN BAY - Argentina,Argentina,-53.1666666666667,-68.5,PORT - Small,Coastal Natural
RIO GRANDE - Argentina,Argentina,-53.7833333333333,-67.6833333333333,PORT - Very Small,River Natural
USHUAIA - Argentina,Argentina,-54.8166666666667,-68.3,PORT - Small,Coastal Natural
VILLA CONSTITUCION - Argentina,Argentina,-33.3,-60.3333333333333,PORT - Very Small,River Natural
STANLEY - Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),-51.7,-57.8333333333333,PORT - Medium,Coastal Natural
PRINCE OLAV HARBOR - SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,-54.0333333333333,-37.15,PORT - Very Small,Coastal Natural
STROMNESS HARBOR - SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,-54.15,-36.7,PORT - Very Small,Coastal Natural
GRYTVIKEN - SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,-54.2666666666667,-36.5,PORT - Very Small,Coastal Natural
PUERTO WILLIAMS - CHILE,CHILE,-54.9333333333333,-67.6,PORT - Very Small,Open Roadstead
PUNTA DELGADA - CHILE,CHILE,-52.4666666666667,-69.55,PORT - Very Small,Open Roadstead
PUERTO SARA - CHILE,CHILE,-52.6333333333333,-70.2,PORT - Very Small,Coastal Natural
CALETA CLARENCIA - CHILE,CHILE,-52.9,-70.1,PORT - Very Small,Coastal Natural
RADA PUNTA ARENAS - CHILE,CHILE,-53.1666666666667,-70.9,PORT - Small,Open Roadstead
BAHIA AGUA FRESCA - CHILE,CHILE,-53.3833333333333,-70.9666666666667,PORT - Very Small,Coastal Natural
PORT SAN JUAN DE LA JUAN - CHILE,CHILE,-53.6333333333333,-70.9166666666667,PORT - Very Small,Coastal Natural
BAHIA HARRIS - CHILE,CHILE,-53.85,-70.45,PORT - Very Small,Coastal Natural
PUERTO YARTOU - CHILE,CHILE,-53.8833333333333,-70.15,PORT - Very Small,Coastal Natural
CALETA MINA ELENA - CHILE,CHILE,-52.6833333333333,-71.9,PORT - Very Small,Coastal Natural
PUERTO NATALES - CHILE,CHILE,-51.7166666666667,-72.5666666666667,PORT - Very Small,Open Roadstead
PUERTO CHACABUCO - CHILE,CHILE,-45.4666666666667,-72.8333333333333,PORT - Very Small,River Natural
PUERTO CASTRO - CHILE,CHILE,-42.4833333333333,-73.7666666666667,PORT - Very Small,Coastal Natural
PUERTO QUEMCHI - CHILE,CHILE,-42.15,-73.4833333333333,PORT - Very Small,Coastal Natural
PUERTO MONTT - CHILE,CHILE,-41.4833333333333,-72.9666666666667,PORT - Small,Coastal Natural
PUERTO DE CORRAL - CHILE,CHILE,-39.8666666666667,-73.4333333333333,PORT - Very Small,Coastal Natural
BAHIA DE VALDIVIA - CHILE,CHILE,-39.8,-73.25,PORT - Small,River Natural
LOTA - CHILE,CHILE,-37.1,-73.15,PORT - Very Small,Coastal Natural
CORONEL - CHILE,CHILE,-37.0333333333333,-73.1666666666667,PORT - Small,Coastal Natural
BAHIA SAN VICENTE - CHILE,CHILE,-36.7333333333333,-73.1666666666667,PORT - Very Small,Coastal Natural
TALCAHUANO - CHILE,CHILE,-36.7,-73.1,PORT - Small,Coastal Natural
LIRQUEN - CHILE,CHILE,-36.7166666666667,-72.9833333333333,PORT - Very Small,Coastal Natural
PENCO - CHILE,CHILE,-36.7166666666667,-73,PORT - Very Small,Coastal Natural
PUERTO SAN ANTONIO - CHILE,CHILE,-33.5833333333333,-71.6166666666667,PORT - Small,Coastal Breakwater
BAHIA DE VALPARAISO - CHILE,CHILE,-33.0333333333333,-71.6166666666667,PORT - Medium,Coastal Breakwater
BAHIA QUINTERO (VENTANAS) - CHILE,CHILE,-32.7666666666667,-71.5333333333333,PORT - Very Small,Open Roadstead
BAHIA HERRADURA GUAYACAN - CHILE,CHILE,-29.9666666666667,-71.3666666666667,PORT - Very Small,Open Roadstead
COQUIMBO - CHILE,CHILE,-29.95,-71.3333333333333,PORT - Very Small,Coastal Natural
HUASCO - CHILE,CHILE,-28.4666666666667,-71.25,PORT - Very Small,Open Roadstead
PUERTO CALDERA - CHILE,CHILE,-27.05,-70.8333333333333,PORT - Very Small,Coastal Natural
PUERTO CALDERILLA - CHILE,CHILE,-27.0833333333333,-70.8666666666667,PORT - Very Small,Coastal Natural
PUERTO CHANARAL - CHILE,CHILE,-26.35,-70.65,PORT - Very Small,Coastal Natural
TALTAL - CHILE,CHILE,-25.4,-70.4833333333333,PORT - Very Small,Coastal Natural
ANTOFAGASTA - CHILE,CHILE,-23.65,-70.4166666666667,PORT - Medium,Coastal Breakwater
MEJILLONES - CHILE,CHILE,-23.1,-70.4666666666667,PORT - Small,Coastal Natural
CALETA PATILLOS - CHILE,CHILE,-20.7333333333333,-70.2,PORT - Very Small,Coastal Natural
TOCOPILLA - CHILE,CHILE,-22.0833333333333,-70.2333333333333,PORT - Small,Open Roadstead
IQUIQUE - CHILE,CHILE,-20.2,-70.1666666666667,PORT - Small,Coastal Breakwater
RADA DE ARICA - CHILE,CHILE,-18.4666666666667,-70.3333333333333,PORT - Small,Open Roadstead
PUERTO ILO - Peru,Peru,-17.6333333333333,-71.3666666666667,PORT - Very Small,Open Roadstead
BAHIA DE MATARANI - Peru,Peru,-17,-72.1166666666667,PORT - Small,Coastal Breakwater
BAHIA SAN NICOLAS - Peru,Peru,-15.25,-75.2333333333333,PORT - Very Small,Coastal Breakwater
CONCHAN OIL TERMINAL - Peru,Peru,-12.1666666666667,-77,PORT - Very Small,Open Roadstead
PUERTO DEL CALLAO - Peru,Peru,-12.05,-77.15,PORT - Medium,Coastal Breakwater
LA PAMPILLA OIL TERMINAL - Peru,Peru,-11.9333333333333,-77.1333333333333,PORT - Very Small,Open Roadstead
BAHIA DE ANCON - Peru,Peru,-11.75,-77.1833333333333,PORT - Very Small,Open Roadstead
CHANCAY - Peru,Peru,-11.5833333333333,-77.25,PORT - Very Small,Open Roadstead
PUERTO DE HUACHO - Peru,Peru,-11.1166666666667,-77.6166666666667,PORT - Very Small,Open Roadstead
PUERTO SUPE - Peru,Peru,-10.8,-77.75,PORT - Very Small,Open Roadstead
PUNTA LOBITOS (BAHIA DE HUARMEY) - Peru,Peru,-10.1,-78.1666666666667,PORT - Very Small,Open Roadstead
PUERTO DE CHIMBOTE - Peru,Peru,-9.08333333333333,-78.6166666666667,PORT - Very Small,Coastal Natural
SALAVERRY - Peru,Peru,-8.23333333333333,-78.9833333333333,PORT - Very Small,Coastal Breakwater
PIMENTAL - Peru,Peru,-6.83333333333333,-79.9333333333333,PORT - Very Small,Open Roadstead
PUERTO BAYOVAR - Peru,Peru,-5.83333333333333,-81.05,PORT - Very Small,Open Roadstead
PAITA - Peru,Peru,-5.08333333333333,-81.1166666666667,PORT - Very Small,Open Roadstead
TALARA - Peru,Peru,-4.58333333333333,-81.2833333333333,PORT - Small,Coastal Natural
CALETA LOBITOS - Peru,Peru,-4.45,-81.2833333333333,PORT - Very Small,Open Roadstead
PUERTO CABO BLANCO - Peru,Peru,-4.25,-81.2333333333333,PORT - Very Small,Open Roadstead
PUERTO BOLIVAR - Ecuador,Ecuador,-3.26666666666667,-80,PORT - Very Small,River Natural
GUAYAQUIL - Ecuador,Ecuador,-2.2,-79.8833333333333,PORT - Small,River Natural
PUERTO MARITIMO DE GUAYAQUIL - Ecuador,Ecuador,-2.28333333333333,-79.9,PORT - Small,River Natural
LA LIBERTAD - Ecuador,Ecuador,-2.21666666666667,-80.9166666666667,PORT - Very Small,Open Roadstead
MANTA - Ecuador,Ecuador,-0.95,-80.7166666666667,PORT - Very Small,Coastal Breakwater
ESMERALDAS - Ecuador,Ecuador,1,-79.65,PORT - Very Small,River Natural
TUMACO - Colombia,Colombia,1.81666666666667,-78.75,PORT - Very Small,Open Roadstead
BUENAVENTURA - Colombia,Colombia,3.88333333333333,-77.0666666666667,PORT - Small,Coastal Natural
BALBOA - PANAMA,PANAMA,8.95,-79.5666666666667,PORT - Medium,Lake or Canal
VACAMONTE - PANAMA,PANAMA,8.86666666666667,-79.6666666666667,PORT - Very Small,Open Roadstead
CHARCO AZUL - PANAMA,PANAMA,8.21666666666667,-82.8666666666667,PORT - Very Small,Open Roadstead
PEDREGAL - PANAMA,PANAMA,8.35,-82.4333333333333,PORT - Small,River Natural
PUERTO ARMUELLES - PANAMA,PANAMA,8.26666666666667,-82.85,PORT - Small,Open Roadstead
