MMSI,Temps de reception,RepeatIndicator,Validité,Sog,Cog,Longitude,Latitude
316036089,36,0,True,0,308.3,-79.85023666666666,43.27334166666667
368185620,36,0,True,0,99.1,-76.53494166666665,39.25577
246869000,38,0,True,4,284.2,-1.9214983333333333,43.35619
374045000,36,0,True,4.5,296,-5.649666666666667,54.72083333333333
367455580,37,0,True,1.3,231.1,-79.94403833333334,26.21430666666667
235065329,60,0,True,0,161.9,-2.715263333333333,51.49584
232006130,34,0,True,0,0,-2.00126,57.693995
224052840,37,0,True,5.7,277.3,-15.072323333333333,28.780301666666666
352001831,37,0,True,0,91,-81.53558333333334,31.131983333333334
235009804,36,0,True,102.3,360,-1.298085,50.793276666666664
224021640,37,0,True,7.9,265.2,-2.090333333333333,43.382661666666664
368183430,37,0,True,11,97.6,-89.98934833333333,29.934538333333332
255746000,38,0,True,0.9,10.7,-7.940938333333333,51.505145
366955670,37,0,True,0,360,-80.047825,26.778375
367610770,37,0,True,0,360,-82.44169333333333,27.953061666666667
366920310,38,0,True,0,303.5,-74.23030333333332,40.56042333333333
209850000,37,0,True,0.8,65.1,-4.781985000000001,36.212853333333335
319752000,60,0,True,0,7.2,-80.10812166666666,26.112235
367643790,60,0,True,0,278.3,-80.11622000000001,26.08177
319554000,38,0,True,0,168.4,-61.58823333333333,15.87152
224081790,38,0,True,0,260.8,-2.716718333333333,43.41996833333334
368012560,38,0,True,8.4,142.7,-74.02023000000001,40.665301666666664
538009869,39,0,True,4.4,245.6,-5.268908333333333,36.07404
316014341,38,0,True,0,266.7,-73.49783333333333,45.625523333333334
316013946,37,0,True,0,336,-83.08649999999999,42.2965
240788000,37,0,True,12.6,314.4,-63.42511666666667,18.006293333333335
376686000,35,0,True,11.7,180.3,-10.110016666666667,39.092573333333334
701000542,37,0,True,0,353.6,-57.53529833333334,-38.04705166666667
311027000,38,0,True,0,130,-5.797166666666667,54.84683333333333
338533000,37,0,True,9.6,0.2,-79.98061833333333,26.722518333333333
304994000,36,0,True,0.1,0.1,-79.93648333333334,9.437021666666668
371863000,37,0,True,0.4,308.6,-79.91095833333334,9.359688333333334
563121400,37,0,True,0,181,-79.93631666666667,9.496483333333334
353796000,37,0,True,0.1,360,-79.91316666666667,9.279509999999998
730127000,38,0,True,0,169,-75.5102,10.37425
224057430,37,0,True,0.1,234,-8.529485,43.346175
224494000,38,0,True,0.1,241,-15.421266666666666,28.13773666666667
235000073,38,0,True,0.5,71.9,-4.1869016666666665,50.392115
263286000,38,0,True,1.7,75.9,-8.743831666666667,36.88428333333333
255802440,37,0,True,0,293.8,-13.847688333333334,28.492943333333336
357262000,39,0,True,11.7,130.9,-3.311046666666667,43.569828333333334
235070377,38,0,True,0.1,252.5,-2.0012516666666667,57.69383666666667
227056060,38,0,True,0,360,-1.7898933333333333,46.498034999999994
319060600,39,0,True,0,144.1,-2.0862783333333335,57.142116666666666
232024448,39,0,True,0,294,-8.33165,51.868114999999996
316036229,38,0,True,0,17.3,-79.78833833333333,43.27481833333333
224128680,38,0,True,7.1,129.2,-2.5256333333333334,43.408035000000005
255806143,37,0,True,11.8,176.8,-9.783606666666666,39.392905000000006
367576060,60,0,True,0,354.1,-76.53320666666667,39.23936333333334
228939000,38,0,True,2.9,265.8,-0.42524666666666666,49.737370000000006
367732640,38,0,True,0,351.7,-80.958405,32.034818333333334
308539000,37,0,True,6.9,156.3,-1.1144933333333333,54.86766
235108878,38,0,True,0,19.4,-2.089575,57.14337833333333
316001486,60,0,True,0,33.6,-57.94936,48.95770666666667
701000725,39,0,True,0.1,261.6,-57.53529833333334,-38.04916
232044725,38,0,True,0,247.6,-1.1165833333333335,50.796258333333334
305079000,37,0,True,14.3,341.7,-79.87642333333334,25.60796
636092873,40,0,True,0,35.2,-89.90662999999999,29.883926666666664
224079440,39,0,True,7.4,249.5,-2.0681416666666665,43.39178666666667
367738470,39,0,True,0,0,-80.17474833333334,26.090846666666668
563108500,37,0,True,0,294.4,-1.0712783333333333,50.617918333333336
368093970,39,0,True,0,343.9,-76.41336333333334,36.966636666666666
366539000,37,0,True,0,37.2,-82.44271499999999,27.914778333333334
224061430,60,0,True,7.6,265.1,-2.1023483333333335,43.32805666666666
227612860,60,0,True,0,337.5,-4.49707,48.382175
224460000,39,0,True,8,251.2,-2.00858,43.39767833333334
538006545,40,0,True,10.4,264.3,-52.39892833333333,-1.5730333333333335
367080670,39,0,True,0,360,-80.20224333333334,25.774818333333332
367078850,60,0,True,0,291.5,-73.99876666666667,40.669085
250005313,39,0,True,0,360,-9.050491666666666,53.270765
319092200,63,0,True,0,325.8,-80.18755666666667,26.085988333333333
235089684,40,0,True,16.9,332.1,-3.0837583333333334,53.48957666666667
316004370,39,0,True,0,304.2,-73.54476666666666,45.51994
538005268,35,0,True,0,222.4,-58.418263333333336,-3.17729
235103644,40,0,True,0,358.5,-0.23059833333333335,50.83039833333333
710033350,37,0,True,2.2,92.1,-52.099505,-32.12260166666667
227168120,40,0,True,0,360,-1.22463,46.14991
224533000,39,0,True,0.3,250.7,-15.421806666666667,28.138086666666666
207837450,39,0,True,0,360,-8.385355,43.368050000000004
235101062,40,0,True,0,216,-4.85265,55.951966666666664
224025280,40,0,True,1.2,85.3,-2.6848666666666667,43.45581666666667
235087256,39,0,True,0,132.7,-2.86367,53.288131666666665
701006157,40,0,True,0,219.5,-58.38331,-34.57346166666667
263701460,39,0,True,0.1,96,-9.132716666666665,38.706450000000004
311000772,41,0,True,0.9,91.2,-2.0749133333333334,57.14262166666666
701006071,40,0,True,0,360,-57.534925,-38.04651833333333
319190400,36,0,True,0,180.9,-80.32351,27.458735
730151688,38,1,True,0,313.4,-74.75879333333334,10.970606666666667
228082800,39,0,True,0.1,4.7,-2.7616333333333336,47.63956666666666
250002173,39,0,True,0,299,-1.7915433333333333,46.49894333333334
242500000,37,0,True,0,0,-7.3410383333333336,33.728761666666664
477624100,40,0,True,0,181.9,-76.32726666666667,36.9095
224136470,40,0,True,0.2,42.3,-2.0786083333333334,43.37229166666667
235008166,40,0,True,0.1,123.7,-0.06198833333333333,53.57890999999999
228394000,41,0,True,2.4,299,-4.986658333333334,48.23021000000001
367373630,38,0,True,0,238.5,-74.1392,40.692525
275472000,41,0,True,0,63.4,-3.517481666666667,36.719865
339310000,41,0,True,0,268.9,-80.05614,26.841706666666667
232012960,40,0,True,0,360,-1.770735,57.505315
538009850,41,0,True,12.5,82.5,-3.4518983333333333,53.52338333333333
338339496,60,0,True,0,259.3,-80.23179,25.726148333333335
232004686,38,0,True,0,163.7,-4.187423333333333,50.39187666666667
235013829,60,0,True,9.4,221.1,-1.30702,50.79340166666667
255806136,40,0,True,6.5,68.9,-8.756045,41.143765
366952890,40,0,True,0,197,-74.07083333333334,40.642275000000005
367797260,39,0,True,0,201.4,-73.97678666666667,40.7028
367668090,60,0,True,7.9,219.3,-73.921455,40.784105
316009170,40,0,True,0,360,-58.12888833333333,49.00928333333333
235060915,60,0,True,0,123.8,-1.7733416666666666,57.50539666666667
228115230,39,0,True,10.7,281,-4.3863900000000005,48.12640833333333
235105485,41,0,True,0,317.3,-5.431254999999999,56.452025000000006
347042000,42,0,True,0.9,234.2,-61.05828333333333,14.590399999999999
211285880,41,0,True,0,360,-8.383816666666666,43.352563333333336
263619000,41,0,True,0,37.3,-9.160565,38.702416666666664
636020602,42,0,True,10.1,139.7,-58.25488333333333,-34.594703333333335
227075870,41,0,True,0,0.6,-3.123521666666667,47.47695
235080246,40,0,True,0,344.2,-0.07027666666666667,53.58214833333333
235092348,60,0,True,0,13.9,-3.295525,58.96299833333333
224994000,42,0,True,0.4,296.2,-8.855283333333334,37.90882333333333
224082360,41,0,True,3.1,206.1,-5.314771666666667,36.18667166666667
232253000,40,0,True,0,60,-1.7721333333333333,57.50372
319165200,63,0,True,0,272.7,-80.18404000000001,26.086891666666666
366961480,39,0,True,4.2,332.1,-89.52235999999999,36.47820333333333
338247603,60,0,True,0,105.6,-76.48385666666667,24.161406666666668
311001170,41,0,True,0,30.8,-80.132945,26.060023333333334
636012612,39,0,True,8,0,-79.91906666666667,9.38905
366946760,39,0,True,0,322.5,-75.127365,39.90439
368235510,41,0,True,0,360,-80.16441333333334,26.096668333333334
316008255,40,0,True,0,4.6,-73.52456333333333,45.557990000000004
232017592,41,0,True,0,323.8,-3.00591,53.42911
232034026,40,0,True,0,226.5,-1.171865,54.59888
224485000,59,0,True,0,316,-3.5240033333333334,36.72090333333333
232019501,40,0,True,8.7,246.9,-3.1507366666666665,58.64317666666667
701006107,40,0,True,0,0,-60.72347833333333,-32.697403333333334
368058010,41,0,True,0,360,-89.98286666666667,29.908095
263411770,41,0,True,3,67.7,-8.028005,36.834525
368018190,38,0,True,11.1,94,-82.53153,27.78565166666667
257045610,41,0,True,12.1,265,-4.0275,58.69866666666667
244750214,41,0,True,0,2,-1.147875,50.83996833333333
770576302,41,1,True,0,330,-58.07308666666667,-34.224720000000005
319030900,42,0,True,0,273.6,-80.163955,26.09672
224069850,42,0,True,102.3,360,-2.013568333333333,43.399975000000005
235089435,41,0,True,21.9,218.6,-5.650341666666667,54.752399999999994
209177000,42,0,True,0,351.7,-3.0180966666666666,53.451411666666665
227005260,42,0,True,0,360,-1.2231016666666668,46.160043333333334
577403000,41,0,True,6.2,121.4,-79.65350666666667,25.87886166666667
316002873,42,0,True,0,11.3,-79.78775666666667,43.26672666666666
367004350,42,0,True,0,244.1,-89.67927,36.03676333333333
368188820,60,0,True,0,182.8,-80.13126000000001,26.058891666666668
305097000,39,0,True,0,316,-89.99683333333334,29.94386666666667
477369100,41,0,True,0.1,219.6,-7.538588333333333,33.694615
244730469,43,0,True,9.9,149,-2.0546699999999998,43.51609666666666
224086130,42,0,True,8.2,248,-2.0530033333333333,43.37977333333333
232006684,41,0,True,6.3,76.7,-2.756795,51.51192
255805681,43,0,True,11.3,285.6,-27.647263333333335,39.575116666666666
224181370,42,0,True,0,329.8,-0.33123166666666665,39.46028166666667
255805666,43,0,True,0,322.7,-76.54550333333333,39.253103333333335
246203000,43,0,True,4.6,40.2,-0.0056,53.606051666666666
235070759,60,0,True,0,4,-4.8197833333333335,56.058949999999996
225992776,42,0,True,0.9,352.2,-0.3181833333333334,39.44992
319823000,41,0,True,7.5,23.3,-61.10462833333334,14.520266666666666
224065290,42,0,True,10.1,136.5,-1.7855216666666667,43.403303333333334
235084784,43,0,True,0,360,-1.0954733333333333,50.809023333333336
224019770,44,0,True,0.1,291.6,-0.31850666666666666,39.442175
255806138,34,0,True,10,270.6,-4.383406666666667,36.11781666666666
538005803,43,0,True,0.1,338.5,-79.97353666666666,9.459926666666666
339748000,44,0,True,0,159.3,-80.108285,26.117143333333335
228408900,42,0,True,21,81,-2.544928333333333,49.85245166666667
235093244,33,0,True,0,213.8,-5.430798333333333,56.45206666666666
339247000,60,0,True,0,344.9,-76.44609999999999,24.17245666666667
310806000,26,0,True,17.1,39.4,-24.250241666666668,37.25558
636015406,22,0,True,1.7,69.5,-25.45351833333333,37.937868333333334
204600008,29,0,True,3.5,247.2,-25.667658333333335,37.73609333333333
357018000,29,0,True,11.3,59.4,-24.983171666666667,36.64351
204206750,31,0,True,0,0,-25.14689,36.94550166666667
255806011,31,0,True,0,173.2,-25.66545,37.735438333333335
255502000,37,0,True,0.2,313.6,-25.669915,37.73661666666667
538006307,42,0,True,9.1,214.4,-24.19716,36.240895
730151036,60,0,True,0.4,319.9,-75.56190333333333,10.41312
367015880,41,0,True,0,360,-74.11354833333333,40.64409833333333
367434160,10,0,True,0,269.4,-74.01149000000001,40.7716
367638180,43,0,True,0.1,360,-73.97844833333333,40.70538666666666
235005150,44,0,True,0,3.6,-5.5477083333333335,50.10444333333333
235077605,41,0,True,0,318,-46.32845,-23.925383333333333
583071265,42,0,True,0,124.9,-80.12777333333334,25.959285
367774360,36,0,True,0.1,141.7,-80.11535,26.082455
710001950,44,0,True,0.6,34.7,-38.476281666666665,-3.7135450000000003
374040000,44,0,True,8.3,249,-5.12055,36.09291666666666
372512000,2,0,True,7.7,227,-0.10131,49.67332666666667
257638000,44,0,True,0.7,291.6,-2.01047,57.193585
701000737,43,0,True,0.2,328.2,-57.53527999999999,-38.050135
224161160,43,0,True,0.2,48.5,-0.3226333333333333,39.43363333333333
224119550,43,0,True,8.5,202,-2.045351666666667,43.37519333333333
235018907,20,0,True,102.3,360,-3.135568333333333,58.83576666666667
366876000,42,0,True,0,183.4,-74.16461333333334,40.64126
224103760,44,0,True,9.1,262.2,-2.1319749999999997,43.337610000000005
255802570,42,0,True,0,299.3,-7.614518333333334,33.60552333333333
232023027,44,0,True,1.1,259.5,-4.132271666666666,50.36596
250002872,60,0,True,0,329.6,-8.517455,51.699688333333334
352898773,41,0,True,0,323.4,-60.617295,-32.97761666666666
477181200,44,0,True,1.5,93.3,-77.08191666666667,3.893556666666667
225391000,44,0,True,0,74.4,-13.856661666666668,28.49799
224279660,44,0,True,1.3,45.8,-3.464296666666667,43.50359666666667
209455000,45,0,True,0.3,87.7,-2.0292866666666667,57.186791666666664
311001141,45,0,True,0,83.9,-4.35237,55.86584333333334
255806171,38,0,True,0,231.4,-16.22730333333333,28.48853
316011760,45,0,True,0.1,223.2,-52.707930000000005,47.56144166666666
234586000,43,0,True,17.5,269.3,-4.438149999999999,49.99111666666667
311001098,44,0,True,10.4,176.5,-79.713915,26.56913666666667
235667000,44,0,True,17.6,106.7,-5.9935366666666665,53.34101833333333
352001719,41,0,True,0,272.3,-60.58780333333333,-33.01930333333333
225990254,42,0,True,4,218.7,-8.729731666666668,42.23983666666666
242888300,45,0,True,9.3,241.5,-7.751471666666666,33.706963333333334
538070879,60,0,True,0,230.8,-77.31999833333333,25.082871666666666
224450000,59,0,True,8.6,36,-16.254906666666667,28.416995
241715000,42,0,True,0.1,347.6,-0.25772,49.581565
259568000,45,0,True,0,334.1,-5.531133333333333,57.37086
247373700,45,0,True,0,18.9,-1.3261150000000002,50.835968333333334
636020347,40,0,True,14.7,0.9,-9.84205,39.21455
366744020,46,0,True,0,28.3,-74.15258999999999,40.700095000000005
244830814,43,0,True,0.1,72.4,-5.272666666666667,36.139633333333336
235005457,60,0,True,4,162.8,-3.981326666666667,49.91719666666667
235051671,43,0,True,1.5,38.5,-0.32902499999999996,49.78187166666667
225983826,44,0,True,0,360,-3.7668850000000003,43.44771
247275400,45,0,True,0,38,-76.52483333333333,39.24166666666667
636020666,43,0,True,1.5,229.9,-75.81674666666666,10.449038333333334
477854300,32,0,True,0.1,141.8,-75.523345,10.314361666666667
755002595,44,0,True,0,360,-60.78404166666667,-32.56674
224050140,45,0,True,8.7,162.7,-2.4268366666666665,43.35951333333333
368127980,44,0,True,0,338.8,-80.11624333333333,26.08219666666667
224689000,45,0,True,0,360,-15.421336666666667,28.146156666666666
636022520,45,0,True,8.3,271,-28.773033333333334,36.245133333333335
224245520,45,0,True,3,253.7,-4.9622399999999995,36.352486666666664
209146000,44,0,True,9.5,242.8,-6.031223333333333,53.34826666666667
311000235,45,0,True,0,265.9,-71.62517,-33.03684666666667
224090990,45,0,True,0,345,-1.7912733333333333,43.386206666666666
367003780,60,0,True,0,256.1,-89.97152666666666,29.915509999999998
227803200,45,0,True,7.8,348.9,-4.487093333333333,48.365345000000005
224106440,45,0,True,0,0,-8.824801666666668,42.520035
224053260,46,0,True,0.1,200.1,-15.424135,28.143031666666666
224087830,45,0,True,0.3,76,-2.1963549999999996,43.315450000000006
224046190,45,0,True,10.7,268,-2.29267,43.32991333333334
255806006,46,0,True,0,359.1,-9.090755,38.75829
311001044,46,0,True,10.6,93.1,-65.12098833333333,18.250553333333336
538009433,42,0,True,12.1,267.9,-4.219686666666666,49.87402833333333
212878000,43,0,True,9,41,-9.348976666666665,38.63829333333333
710032570,44,0,True,0,160.1,-46.31668666666667,-23.933715
263236000,45,0,True,2.4,71.3,-8.184853333333333,36.797450000000005
235091876,45,0,True,0,360,-2.984015,53.39083166666667
257328000,45,0,True,0.2,9.7,-80.51703833333333,31.952511666666666
263700008,44,0,True,14.9,109.5,-9.110043333333333,38.663355
314194000,44,0,True,0.1,161.9,-4.851155,55.975791666666666
305258000,60,0,True,11.8,313.3,-79.59038166666666,25.849558333333334
229683000,46,0,True,12.5,353,-61.432435000000005,14.580693333333333
255806363,58,0,True,0.3,327.7,-0.31713833333333336,39.44974166666667
224062340,43,0,True,0,24,-0.4832933333333333,38.33758833333333
232026459,45,0,True,4.8,84.3,-3.7028233333333334,49.87115333333334
730151209,43,0,True,0,274.1,-75.51691000000001,10.333043333333334
755003963,45,0,True,6.6,255.2,-60.44524,-33.14922166666666
366938770,44,0,True,0,321.4,-78.87845666666666,42.872245
316033899,46,0,True,0,360,-73.54472000000001,45.50125666666667
368149820,42,0,True,5.6,102,-86.81097,30.399678333333334
563104200,42,0,True,0,99.8,-71.51291833333333,-32.73928166666666
232008023,60,0,True,0.1,335.1,-2.9736933333333337,58.956715
232004399,46,0,True,0.4,109.6,-2.079205,57.14385166666667
367591250,47,0,True,0.1,10.5,-82.433935,27.933298333333333
367796050,47,0,True,0,323.6,-74.07762666666666,40.686236666666666
245136000,4,0,True,0,240,-28.625333333333334,38.53
339232000,42,0,True,0,252.2,-80.11829666666667,26.120448333333332
368005850,46,0,True,0,273.5,-80.12266666666666,26.10253833333333
235030851,45,0,True,0,214.3,-0.19669666666666666,53.627833333333335
370545000,46,0,True,8.2,209,-9.427985,37.77507333333333
224059860,47,0,True,7.4,241.2,-2.1116733333333335,43.36425833333333
565083000,45,0,True,0.1,191.3,-2.985066666666667,58.913781666666665
232022059,44,0,True,2.9,237.2,-2.8677983333333334,56.116
636090863,44,0,True,1.4,91.9,-4.766053333333333,35.863548333333334
730072000,46,0,True,0.1,323.7,-75.52268333333333,10.375505
234999151,47,0,True,0,209.5,-4.625586666666666,53.312416666666664
701006300,60,0,True,0,217.7,-57.539535,-38.04509333333333
255806478,46,0,True,0,2.4,-2.75828,53.33481
316046964,46,0,True,0,360,-79.39589666666667,43.63637666666667
316004180,44,0,True,0.1,166,-52.69500166666667,47.563959999999994
636016125,45,0,True,9.3,137.7,-73.49897666666668,40.13505166666666
228840000,46,0,True,0.1,199.6,-2.299205,47.024681666666666
224128000,29,0,True,0,12,-0.31738833333333333,39.442051666666664
229635000,46,0,True,0.1,202.9,-0.3154366666666667,39.43037
367135470,47,0,True,0,3.9,-87.99137999999999,36.036566666666666
311040900,47,0,True,0,254.6,-4.467625,48.38073833333333
339365000,46,0,True,0,12.5,-77.320345,25.08308
224261460,60,0,True,5,317.4,-8.734416666666668,42.275150000000004
235083892,45,0,True,16.8,232.7,-5.958233333333334,55.65228333333334
353602000,47,0,True,0,360,-2.997665,53.37784666666666
210014000,45,0,True,9.2,68,-48.00715,-0.3786333333333333
230695000,46,0,True,11.7,259,-3.9945533333333336,50.053688333333334
367638000,60,0,True,0,260.2,-80.04501833333333,26.703093333333335
730153732,60,0,True,0,289.9,-75.54607833333333,10.292405
263701370,60,0,True,6.2,89,-9.079056666666666,38.64982
367190000,46,0,True,0,0,-76.58589833333333,39.273675000000004
374203000,47,0,True,0.3,9.6,-79.91305000000001,9.279531666666665
367730680,47,0,True,0,0,-81.53903833333334,39.35180166666667
235061081,47,0,True,0,345.9,-1.9995,57.689528333333335
228239000,36,0,True,0,288.9,-1.3257533333333333,45.91316666666667
366952790,49,0,True,16.7,204,-74.05153333333332,40.660383333333336
235068112,48,0,True,0,257.8,-4.957364999999999,51.698840000000004
367597640,46,0,True,0.1,11,-73.94682666666667,40.73558333333334
701006058,47,0,True,0,272.3,-57.530120000000004,-38.03366166666667
235061987,35,0,True,0,245.6,-2.9012066666666665,53.29464666666667
710033390,45,0,True,1.1,140.2,-52.099325,-32.12377333333333
710032930,44,0,True,0,284.4,-52.10268833333334,-32.12943833333333
255806041,48,0,True,6.4,116.3,-1.3894233333333332,55.83893166666667
339378000,60,0,True,0,0,-80.05294833333333,26.779335
319098900,60,0,True,0.1,64.4,-77.31975666666668,25.082336666666667
224185000,46,0,True,0.1,172.3,-16.238316666666666,28.476238333333335
232042584,48,0,True,0.1,360,-2.9692716666666663,53.34599
710000675,49,0,True,0,349.2,-8.794475,38.47375
244730000,60,0,True,10.5,55.2,-5.14089,50.87764333333334
235058016,48,0,True,4.3,259.6,-0.135685,51.484426666666664
477096100,31,0,True,12.3,34.1,-48.338175,-0.5728333333333333
258017940,47,0,True,0.1,58.4,-3.26198,58.901500000000006
701001036,47,0,True,0,211,-57.529785,-38.033946666666665
255806010,47,0,True,0,258.6,-9.11484,38.71943833333333
354304000,48,0,True,0,360,-79.90024333333334,9.340511666666666
235098956,48,0,True,0,360,-2.00191,57.69280166666667
224824000,47,0,True,0,236.4,-3.035883333333333,43.33603333333333
710003559,46,0,True,0.1,207,-52.10243333333334,-32.1283
235040684,48,0,True,0,163.5,-3.177,55.98683333333334
244810730,49,0,True,0,33.4,-0.8506383333333333,53.73119333333333
235108602,49,0,True,0,181.4,-2.079893333333333,57.13979666666667
367371790,47,0,True,6.2,34.2,-73.96192833333333,40.75185166666667
369970478,48,0,True,0,25.4,-76.46542666666666,38.98316333333333
352001874,49,0,True,12.4,230.1,-15.028063333333334,29.240728333333333
319011900,60,0,True,0,178.3,-80.04920666666666,26.747926666666668
352002070,33,0,True,12.3,294.9,-8.829166666666667,36.63369
